"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","18/204","156/9418",0.115384615384615,5.32692307692308,8.10842213022655,6.35715245462567e-09,2.23771766402824e-06,2.23771766402824e-06,"PPP2R2A/OAS3/STAT2/EIF2AK2/AKT2/IRF9/OAS2/TNFRSF1A/JAK1/CXCL10/RIGI/MX2/IFIT1/STAT1/RSAD2/OAS1/RIPK1/MX1",18
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","18/204","173/9418",0.104046242774566,4.80346820809249,7.51271042231503,3.28412645244601e-08,5.28127705812952e-06,5.28127705812952e-06,"OAS3/STAT2/EIF2AK2/AKT2/IRF9/OAS2/TNFRSF1A/TRIM25/JAK1/CXCL10/RIGI/MX2/STAT1/RSAD2/ADAR/OAS1/PML/MX1",18
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease","21/204","239/9418",0.0878661087866109,4.05648535564854,7.12148968915906,4.50108840181493e-08,5.28127705812952e-06,5.28127705812952e-06,"OAS3/C5/C1S/STAT2/EIF2AK2/IRF9/OAS2/TNFRSF1A/JAK1/CXCL10/RPS23/RIGI/MX2/RPS2/STAT1/ISG15/ADAR/OAS1/MX1/RPS12/NRP1",21
"Human Diseases","Infectious disease: viral","hsa05162","Measles","13/204","136/9418",0.0955882352941176,4.41299019607843,5.96528198261824,7.34736014958478e-06,0.00055700540404575,0.00055700540404575,"OAS3/STAT2/EIF2AK2/AKT2/IRF9/OAS2/JAK1/RIGI/MX2/STAT1/ADAR/OAS1/MX1",13
"Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","15/204","180/9418",0.0833333333333333,3.84722222222222,5.73873146627826,7.91200858019531e-06,0.00055700540404575,0.00055700540404575,"OAS3/C5/ZC3HAV1/STAT2/EIF2AK2/AKT2/IRF9/OAS2/TNFRSF1A/JAK1/RIGI/STAT1/OAS1/PML/SP100",15
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","15/204","187/9418",0.0802139037433155,3.70320855614973,5.55550120512941,1.25584175321181e-05,0.000736760495217595,0.000736760495217595,"OAS3/STAT2/GBP1/VDAC2/IRF9/OAS2/ITPR1/CASP4/JAK1/RBCK1/NOD2/STAT1/OAS1/RIPK1/NAMPT",15
"Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","15/204","205/9418",0.0731707317073171,3.3780487804878,5.1220571386161,3.72638920743469e-05,0.0018738414300243,0.0018738414300243,"OAS3/STAT2/EIF2AK2/AKT2/IRF9/OAS2/JAK1/CXCL10/RIGI/STAT1/ISG15/OAS1/RIPK1/PSMD1/PSMD12",15
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","13/204","168/9418",0.0773809523809524,3.57242063492063,5.00579458438312,7.00753353772436e-05,0.0028278023890027,0.0028278023890027,"SQSTM1/STAT2/EIF2AK2/VDAC2/IRF9/TNFRSF1A/MLKL/JAK1/RBCK1/STAT1/RIPK1/FTL/CHMP5",13
"Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","9/204","83/9418",0.108433734939759,5.00602409638554,5.45434628935536,7.230176562791e-05,0.0028278023890027,0.0028278023890027,"CASP7/POLR3F/POLR2E/MLKL/CXCL10/RIGI/ADAR/RIPK1/SAMHD1",9
"Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","8/204","72/9418",0.111111111111111,5.12962962962963,5.23373498623338,0.000154009342832257,0.00542112886769545,0.00542112886769545,"DHX58/TRIM25/CXCL10/DDX3X/RIGI/ISG15/ADAR/RIPK1",8
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","10/204","119/9418",0.0840336134453782,3.87955182072829,4.70356901050038,0.00024918797987621,0.00797401535603873,0.00797401535603873,"CSF1/CASP7/IL15/AKT2/TNFRSF1A/MLKL/CXCL10/NOD2/IRF1/RIPK1",10
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","10/204","142/9418",0.0704225352112676,3.25117370892019,4.02179634638283,0.00101177374119526,0.0296786964083942,0.0296786964083942,"CSF1/SQSTM1/STAT2/AKT2/IRF9/TNFRSF1A/ITPR1/JAK1/STAT1/SOCS1",10
