"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","58/4315","98/9418",0.591836734693878,1.29175396694019,2.66965875898921,0.00516911468002022,0.0173288415939726,0.0173288415939726,"PLCG2/PIP4P2/MTMR2/PIK3CA/MTMR4/PI4KA/INPP5F/MTM1/BPNT2/CALM3/PIK3R1/MTMR14/IMPA2/PIK3CB/OCRL/IP6K1/ITPR1/PIK3C2B/PIP4K2A/INPP1/PIP5K1B/IPMK/PTEN/IMPA1/PPIP5K2/PLCD1/ITPR2/IP6K2/DGKZ/CALM1/PLCB1/CDIPT/PIP5K1A/PIK3R2/INPP5A/INPPL1/MTMR3/DGKQ/ITPKA/PIP4K2C/PIK3C3/SACM1L/MTMR7/PIK3C2G/PI4K2A/DGKH/CALML4/DGKD/PIK3CD/SYNJ2/PI4KB/PLCE1/PRKCG/PIKFYVE/INPP4A/INPP5B/ITPR3/IP6K3",58
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","117/4315","214/9418",0.546728971962617,1.19330091725236,2.63018561136498,0.00529443597653104,0.0175815232428201,0.0175815232428201,"GNG4/AP1G1/NFATC2/PLCG2/TRADD/PIK3CA/CCR5/PTK2/FADD/MAP2K6/KRAS/LIMK2/CUL5/MAPK14/NFKBIA/GNA11/CHEK1/FOS/CALM3/PIK3R1/MAP2K3/TAPBPL/CD3E/CDK1/TAB1/AP1S1/RIPK1/SKP1/PIK3CB/GNB1/TBK1/ELOC/CHUK/GNGT1/CUL4A/MAP2K7/TNFRSF1A/MAPK1/PAK3/ITPR1/CYCS/RAF1/CCNB1/MTOR/GNAQ/BTRC/ITPR2/FAS/AP1M1/SAMHD1/CCNB2/TRAF2/CALM1/PAK2/MAPK3/FASLG/GNAI1/GNAI2/RAC1/ATR/PIK3R2/PAK4/IKBKG/FBXW11/PPP3R1/MAPK13/GNG7/GNG12/PXN/PDIA3/GNB2/GNG10/RPS6KB1/BCL2L1/GNAI3/MAP2K1/NRAS/RAC3/IRF3/AP1M2/AP1S2/CASP8/CFL2/CALR/ELOB/CALML4/RPS6KB2/PAK1/GNB4/AP1B1/CFL1/CRKL/WEE1/IRAK4/PIK3CD/GNB5/TRIM5/DCAF1/AP1S3/ATM/AKT2/BAX/CRK/CUL4B/PRKCG/MAP2K2/DDB1/AP1G2/NFATC3/PPP3CC/ITPR3/NFKB1/TAB2/BAK1/RBX1/CUL1/PTK2B",117
"Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","62/4315","106/9418",0.584905660377358,1.27662607402873,2.63365245274694,0.00567307056577269,0.0186628115808597,0.0186628115808597,"CREB3L3/PDGFC/PIK3CA/SLC19A1/KRAS/NFKBIA/PIK3R1/PDPK1/SOS2/PIK3CB/NKX3-1/SOS1/E2F1/CHUK/E2F3/HSP90AA1/HSP90AB1/MAPK1/PDGFD/RAF1/IL1R2/MTOR/PTEN/GSTP1/CDK2/CCND1/TCF7L1/MAPK3/CREB3L4/PIK3R2/IKBKG/EGFR/FOXO1/EP300/IGF1R/PDGFRA/CREB5/CDKN1A/CREB1/BRAF/MAP2K1/NRAS/PDGFRB/MDM2/TCF7L2/IGF1/ERBB2/ZEB1/CCNE2/PIK3CD/ATF4/ETV5/FOLH1/CREB3L2/CTNNB1/AKT2/TCF7/CDKN1B/CREBBP/MAP2K2/SLC46A1/NFKB1",62
"Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","42/4315","68/9418",0.617647058823529,1.34808806488992,2.64893733585181,0.00577963286325103,0.01883732192467,0.01883732192467,"PIM1/PIK3CA/JUP/KRAS/RUNX1/PIK3R1/SOS2/CEBPA/PIK3CB/SOS1/CHUK/MAPK1/CCNA2/RAF1/MTOR/CCND1/STAT5A/PIM2/TCF7L1/MAPK3/PIK3R2/IKBKG/STAT3/PML/BRAF/RPS6KB1/MAP2K1/NRAS/PER2/TCF7L2/CD14/STAT5B/RPS6KB2/PIK3CD/RARA/EIF4EBP1/ZBTB16/AKT2/TCF7/MAP2K2/MYC/NFKB1",42
"Genetic Information Processing","Replication and repair","hsa03430","Mismatch repair","17/4315","23/9418",0.739130434782609,1.61323996171092,2.70757113007933,0.00593431438013307,0.0191640244202462,0.0191640244202462,"PCNA/POLD3/POLD1/PMS2/RFC5/POLD4/EXO1/MLH3/RPA2/RFC1/RFC3/RFC2/RPA3/POLD2/MSH6/RFC4/MSH2",17
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","123/4315","227/9418",0.541850220264317,1.18265246221306,2.56148004935635,0.00639751914213153,0.0201482285716067,0.0201482285716067,"GNG4/NFATC2/IL6/TRADD/CREB3L3/PIK3CA/CCR5/PTK2/ROCK1/FADD/MAP2K6/KRAS/AKAP13/ADCY5/MAPK14/NFKBIA/CXCL8/GNA11/CALM3/PIK3R1/TAPBPL/SOS2/RIPK1/PIK3CB/GNB1/SOS1/TBK1/SRC/E2F1/GNAS/CHUK/GNGT1/E2F3/CX3CL1/TNFRSF1A/MAPK1/CDKN2A/JAK1/ITPR1/ARHGEF11/CYCS/RAF1/CDK4/MTOR/ADCY9/GNAQ/CCND1/ITPR2/FAS/TRAF2/CALM1/BCAR1/PLCB1/MAPK3/IL6R/FASLG/GNAI1/GNAI2/CREB3L4/RAC1/PIK3R2/PTGER4/VEGFA/ARHGEF1/TSC1/IKBKG/EGFR/STAT3/PPP3R1/MAPK13/GNG7/GNG12/PDGFRA/CREB5/CDKN1A/PXN/RHEB/PDIA3/GNB2/GNG10/CREB1/RPS6KB1/GNAI3/MAP2K1/NRAS/RHOA/RAC3/IRF3/MDM2/CASP8/ARHGEF12/CDK6/CALR/CALML4/RPS6KB2/GNB4/GNA12/IL10RB/CRKL/PIK3CD/GNB5/ITGB3/EIF4EBP1/ATF4/CREB3L2/CTNNB1/AKT2/BAX/CRK/PRKCG/IL1R1/SP1/MAP2K2/MYC/GNA13/NFATC3/CCR3/PRKACB/PPP3CC/ITPR3/NFKB1/BAK1/PTK2B",123
"Metabolism","Carbohydrate metabolism","hsa00020","Citrate cycle (TCA cycle)","21/4315","30/9418",0.7,1.52783314020857,2.66259211807145,0.00641080000005667,0.0201482285716067,0.0201482285716067,"ACLY/DLST/OGDH/CS/SDHC/PDHA1/DLD/ACO2/IDH1/SUCLG1/SUCLA2/DLAT/MDH2/PC/IDH3G/ACO1/IDH3A/SDHB/MDH1/PCK2/FH",21
"Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","21/4315","30/9418",0.7,1.52783314020857,2.66259211807145,0.00641080000005667,0.0201482285716067,0.0201482285716067,"ABCC5/IL6/SLC19A1/MTR/SHMT1/CHUK/ABCC4/ABCC3/GGH/GART/IKBKG/DHFR2/FPGS/DHFR/ABCG2/SHMT2/MTHFR/ABCC2/ATIC/SLC46A1/NFKB1",21
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","55/4315","93/9418",0.591397849462366,1.29079604779526,2.59142983722588,0.00650485330362191,0.0202629058661497,0.0202629058661497,"COL4A3/PIK3CA/PTK2/MAX/NFKBIA/DDB2/FN1/LAMB4/PIK3R1/ITGB1/LAMB1/GADD45B/TRAF4/PIK3CB/RXRA/E2F1/CHUK/LAMA4/ITGA2/E2F3/LAMA5/TRAF3/CYCS/CDK4/PTEN/CDK2/CCND1/TRAF2/PIK3R2/IKBKG/XIAP/LAMA3/CDKN1A/CDKN2B/BCL2L1/TRAF1/COL4A5/ITGA6/SKP2/FHIT/CDK6/CCNE2/LAMC1/BIRC2/PIK3CD/GADD45A/AKT2/BAX/CDKN1B/RARB/MYC/RXRG/ZBTB17/NFKB1/BAK1",55
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","175/4315","333/9418",0.525525525525526,1.14702187703346,2.51174481896088,0.00711340311198381,0.0219641920650728,0.0219641920650728,"HDAC1/FZD4/COL4A3/HES6/OASL/EIF2AK2/ATP6V1A/TRADD/CREB3L3/PARD6A/PIK3CA/PPP2R1B/TYK2/PTK2/CCND3/FADD/KRAS/CDC42/RBL1/FN1/LAMB4/AXIN1/PIK3R1/TUBG2/ITGB1/IKBKE/ITGA1/LAMB1/DLG1/COL9A3/SOS2/PIK3CB/SOS1/TBK1/MAML3/E2F1/NFX1/GNAS/CHUK/LAMA4/NOTCH1/ITGA2/COL2A1/STAT1/LAMA5/THBS1/TNFRSF1A/CSNK1A1/MAPK1/NOTCH2/JAK1/CCNA2/TRAF3/HES7/RAF1/PPP2R2A/CDK4/IRF1/MTOR/PTEN/ATP6V0A1/CDK2/DLG2/PRKCI/CCND1/FAS/ATP6V0E1/HES4/TCF7L1/MAML1/ITGB4/PARD6B/MAPK3/PPP2R5B/PPP2R1A/FASLG/FZD1/PPP2R5A/IFNAR1/CREB3L4/ATR/WNT2B/PIK3R2/PTGER4/VEGFA/RELN/NHERF1/ATP6V1B2/TSC1/IKBKG/EGFR/FOXO1/TLR3/ATP6V1F/MX2/LAMA3/ISG15/EP300/DVL2/CREB5/TBP/STAT2/CDKN1A/PXN/PPP2R2D/TICAM1/RHEB/CREB1/CRB3/DVL1/RPS6KB1/UBE3A/WNT10B/MAP2K1/NRAS/IRF3/PKM/PDGFRB/PALS1/MDM2/PSEN1/ATP6V1G1/LLGL2/TCF7L2/COL4A5/ITGA6/CASP8/ATP6V1C1/CDK6/PARD3/CCNE2/RBL2/WNT11/LAMC1/LLGL1/RPS6KB2/HEY2/TCIRG1/PIK3CD/ITGB3/EIF4EBP1/ATP6V0A2/HES1/ATM/FZD7/CREB3L2/APC/CTNNB1/AKT2/BAX/TCF7/CDKN1B/FZD5/HEYL/ITGB5/ATP6V1B1/CREBBP/IFNAR2/MAP2K2/LFNG/ATP6V0D1/ATP6V1H/ATP6V0D2/PPP2CB/BCAP31/CHD4/MX1/PRKACB/ITGA5/UBR4/IRF9/NFKB1/FZD3/RBPJ/BAK1",175
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","66/4315","115/9418",0.573913043478261,1.25263338203436,2.50646732171679,0.00801281500021061,0.0245261815658621,0.0245261815658621,"NACA/CREB3L3/SLC34A1/MMP15/AKAP13/ADCY5/GNA11/FOS/EGR1/WNK2/PDE4C/RXRA/GNAS/LRP5/MAPK1/ITPR1/ARHGEF11/SGK1/PTHLH/RAF1/LRP6/ADCY9/GNAQ/MEF2A/ITPR2/PDE4A/MMP14/PLCB1/MAPK3/ARRB2/GNAI1/GNAI2/CREB3L4/ARHGEF1/NHERF1/EGFR/PLD1/JUND/CREB5/CDKN1A/CREB1/BRAF/GNAI3/MAP2K1/RHOA/MEF2D/CASR/WNK4/MEF2C/GNA12/NR4A2/PDE4D/ATF4/ARRB1/CREB3L2/PRKCG/SP1/WNK1/RXRG/MAFB/GNA13/PRKACB/GATA3/ITPR3/HBEGF/VDR",66
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","71/4315","125/9418",0.568,1.23972746234067,2.48101121333092,0.00850370918006971,0.025804358891246,0.025804358891246,"ACER2/TRADD/PIK3CA/PPP2R1B/SPTLC1/SPTLC3/SPHK2/ROCK1/KRAS/MAPK14/PIK3R1/PDPK1/FYN/PIK3CB/ASAH2/SPTLC2/ORMDL2/S1PR1/TNFRSF1A/MAPK1/RAF1/PPP2R2A/PTEN/GNAQ/S1PR3/SPTSSB/TRAF2/CERS4/PLCB1/MAPK3/PPP2R5B/PPP2R1A/PPP2R5A/GNAI1/GNAI2/RAC1/GAB2/PIK3R2/CTSD/PLD1/SPTSSA/MAPK13/DEGS1/PPP2R2D/GNAI3/KNG1/MAP2K1/NRAS/RHOA/RAC3/NOS3/SGMS2/SPHK1/CERS2/ACER1/CERS1/GNA12/SGPL1/SGPP1/PRKCE/PIK3CD/CERS5/AKT2/BAX/ORMDL3/SGMS1/PRKCG/MAP2K2/GNA13/PPP2CB/NFKB1",71
"Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","38/4315","62/9418",0.612903225806452,1.33773408589691,2.45335013217844,0.0100708632344753,0.0302986654575666,0.0302986654575666,"HDAC1/PRKAG2/PIK3CA/PRKAG1/KRAS/ADCY5/PIK3R1/SOD2/FOXO3/AKT1S1/PIK3CB/IRS2/PRKAA1/HSPA8/MTOR/ADCY9/CRYAB/PIK3R2/PRKAB2/FOXO1/CLPB/IGF1R/HSPA6/CAT/FOXA2/RPS6KB1/NRAS/IRS1/IGF1/RPS6KB2/EIF4EBP2/PIK3CD/AKT2/RPTOR/ATG5/SIRT1/PRKACB/INSR",38
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","68/4315","120/9418",0.566666666666667,1.23681730397837,2.40072926073662,0.0105948248230965,0.0313644162896706,0.0313644162896706,"RAPGEF1/CAMK2B/RAP1A/SH2B3/ZNF274/PLCG2/MAPKAPK2/PRDM4/NFKBIE/PIK3CA/TP73/ARHGDIA/KRAS/CDC42/MAPK14/NFKBIA/SHC1/RAP1B/CALM3/PIK3R1/PTPN11/PDPK1/GAB1/FOXO3/SOS2/PIK3CB/SOS1/IRAK2/MAP2K7/FRS2/MAPK1/RAF1/RPS6KA1/CAMK2G/SH2B1/SH2B2/CALM1/KIDINS220/MAPK3/FASLG/RAC1/PIK3R2/MAPK13/MAP3K3/BRAF/CAMK2D/MAP2K1/NRAS/RHOA/ABL1/PSEN1/RPS6KA3/IRS1/CALML4/CRKL/NFKBIB/IRAK4/PIK3CD/PRKCD/ATF4/SHC2/AKT2/BAX/CRK/MAP2K2/SORT1/MAP3K1/NFKB1",68
"Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","69/4315","122/9418",0.565573770491803,1.23443192827157,2.39652806172293,0.0106924146442059,0.0313644162896706,0.0313644162896706,"MED13/HDAC1/PLCG2/PFKM/PIK3CA/SLC16A10/TBC1D4/KRAS/MED27/PIK3R1/PDPK1/ATP1A2/PFKL/PIK3CB/RXRA/SRC/NOTCH1/STAT1/ATP2A2/THRB/MAPK1/NOTCH2/MED16/RAF1/NCOA1/RCAN1/NCOR1/MTOR/SLC9A1/CCND1/PLCD1/PLCB1/MAPK3/PIK3R2/NCOA3/ATP1B3/FOXO1/KAT2B/EP300/MED1/RHEB/NCOA2/MAP2K1/NRAS/MED14/MDM2/SLC2A1/GATA4/ESR1/MED17/ACTB/PIK3CD/MED4/ITGB3/SIN3A/ACTG1/PLCE1/CTNNB1/AKT2/MED13L/ATP1B1/PRKCG/ATP1A1/CREBBP/MAP2K2/MYC/RXRG/PRKACB/PFKFB2",69
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","69/4315","122/9418",0.565573770491803,1.23443192827157,2.39652806172293,0.0106924146442059,0.0313644162896706,0.0313644162896706,"PLCG2/CREB3L3/PIK3CA/PTK2/MAP2K6/KRAS/ADCY5/MAPK14/SHC1/GNA11/FOS/PIK3R1/MAP2K3/MAP2K4/SOS2/PIK3CB/SOS1/GNAS/IRS2/STAT1/MAPK1/GHR/ITPR1/RAF1/MTOR/ADCY9/GNAQ/ITPR2/STAT5A/BCAR1/ADCY10/PLCB1/MAPK3/GNAI1/GNAI2/CREB3L4/PIK3R2/STAT3/MAPK13/GHRHR/JAK2/EP300/JUNB/CREB5/SSTR2/CREB1/GNAI3/MAP2K1/NRAS/IRS1/IGF1/STAT5B/CACNA1S/CRKL/PIK3CD/SOCS1/ATF4/SHC2/CREB3L2/AKT2/CRK/PRKCG/CREBBP/MAP2K2/PRKACB/ITPR3/MAP3K1/SOCS2/GHRL",69
"Organismal Systems","Digestive system","hsa04981","Folate transport and metabolism","21/4315","31/9418",0.67741935483871,1.47854820020185,2.45401394484361,0.0113581176235873,0.0330201471847405,0.0330201471847405,"ABCC5/SLC19A1/MTR/SLCO1B1/SHMT1/SLCO2B1/ABCC4/ABCC3/ST20-MTHFS/SLCO1B3/DHFR2/FPGS/DHFR/ABCG2/SHMT2/MTHFR/ABCC2/FOLH1/BHMT2/MTHFS/SLC46A1",21
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","80/4315","144/9418",0.555555555555556,1.21256598429252,2.36360755479906,0.0114444828310748,0.0330201471847405,0.0330201471847405,"SMAD1/FZD4/SMAD2/ID3/TBX3/PIK3CA/LIFR/KRAS/MAPK14/AXIN1/PIK3R1/PCGF3/ACVR2B/BMI1/PIK3CB/LEFTY2/MAPK1/SMAD9/JAK1/JARID2/DUSP9/OTX1/IL6ST/RAF1/ID4/SMAD3/PCGF6/RIF1/INHBA/KAT6A/PCGF1/MAPK3/ACVR1B/FZD1/BMPR1A/WNT2B/PIK3R2/SMAD4/STAT3/PAX6/MAPK13/JAK2/FGFR4/ACVR1/DVL2/IGF1R/KLF4/SMAD5/BMPR2/DVL1/FGFR3/WNT10B/MAP2K1/NRAS/ACVR2A/FGF2/IGF1/REST/ONECUT1/WNT11/MEIS1/PCGF5/ID2/PIK3CD/COMMD3-BMI1/TCF3/FZD7/APC/CTNNB1/AKT2/TCF7/FZD5/SKIL/ZFHX3/MAP2K2/MYC/LEFTY1/INHBE/FZD3/BMPR1B",80
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","57/4315","99/9418",0.575757575757576,1.25665929281225,2.36060778910834,0.012046935185152,0.0341977514933346,0.0341977514933346,"PIK3CA/PTK2/KRAS/ADCY5/MAPK14/SHC1/FOS/PIK3R1/ABCB11/SOS2/PIK3CB/SOS1/SRC/E2F1/GNAS/NOTCH1/E2F3/MAPK1/CDKN2A/NOTCH2/GPER1/ESR2/RAF1/CDK4/NCOR1/MTOR/ADCY9/CCND1/MAPK3/PIK3R2/NCOA3/EGFR/MAPK13/CDKN2C/IGF1R/CARM1/MED1/CDKN1A/BRAF/RPS6KB1/MAP2K1/NRAS/MDM2/DLL4/IGF1/ERBB2/ESR1/RPS6KB2/PIK3CD/SHC2/AKT2/BAX/CDKN1B/SP1/MAP2K2/PRKACB/HBEGF",57
"Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","57/4315","99/9418",0.575757575757576,1.25665929281225,2.36060778910834,0.012046935185152,0.0341977514933346,0.0341977514933346,"SLC44A1/PDGFC/PIK3CA/PLPP1/CHKB/KRAS/SLC22A2/FOS/PIK3R1/PDPK1/PLA2G4C/SOS2/PIK3CB/SOS1/LYPLA1/SLC44A2/MAPK1/PDGFD/RAF1/WASF3/PIP5K1B/MTOR/CHPT1/PLPP3/DGKZ/MAPK3/PIP5K1A/RAC1/PIK3R2/TSC1/EGFR/PLD1/DGKQ/WASF2/PDGFRA/SLC22A3/RHEB/RPS6KB1/MAP2K1/NRAS/RAC3/PDGFRB/GPCPD1/DGKH/SLC44A5/PCYT1A/DGKD/RPS6KB2/SLC22A4/RALGDS/PIK3CD/EIF4EBP1/WAS/AKT2/PRKCG/SP1/MAP2K2",57
"Genetic Information Processing","Translation","hsa03015","mRNA surveillance pathway","59/4315","103/9418",0.572815533980582,1.25023793720258,2.34808727602507,0.0123836493776349,0.03487235664742,0.03487235664742,"UPF2/PYM1/FIP1L1/CASC3/WDR82/PPP2R1B/CSTF3/GSPT1/NXT2/CPSF4L/MSI1/NUDT21/TARDBP/PPP1CC/PABPC4L/CPSF6/WDR33/PPP1CA/PABPN1/CSTF1/PABPC1L/PPP2R2A/SMG1/SMG6/SRRM1/UPF3B/PABPC1/FUS/PPP2R5B/PPP2R1A/PPP2R5A/BCL2L2-PABPN1/SMG5/DAZAP1/EIF4A3/NXF1/PPP2R2D/UPF1/CPSF4/PAPOLG/PABPC4/GLE1/MAGOHB/SAP18/CPSF3/MSI2/SYMPK/PCF11/HBS1L/DDX19B/CSTF2T/CLP1/PAPOLA/SSU72/ALYREF/PPP2CB/CPSF1/RNGTT/PNN",59
"Metabolism","Metabolism of cofactors and vitamins","hsa00785","Lipoic acid metabolism","14/4315","19/9418",0.736842105263158,1.60824541074587,2.4403308915335,0.0131035241485634,0.0366066706372565,0.0366066706372565,"DLST/LIPT2/OGDH/PDHA1/DLD/BCKDHB/DBT/GCSH/LIAS/DLAT/GLDC/ACSM1/BCKDHA/AMT",14
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","109/4315","203/9418",0.536945812807882,1.17194801043445,2.27735851589808,0.0138221329111369,0.0380539140052423,0.0380539140052423,"RAPGEF1/COL4A3/RAP1A/PPP1R12C/CAPN2/PDGFC/FLNB/PIK3CA/MYL12A/PTK2/CCND3/ROCK1/CDC42/SHC1/FN1/RAP1B/LAMB4/PIK3R1/ITGB1/ITGA1/LAMB1/PDPK1/ARHGAP35/FYN/COL9A3/SOS2/PIK3CB/MET/PPP1CC/SOS1/SRC/LAMA4/VEGFB/ITGA2/COL2A1/PPP1CA/LAMA5/THBS1/MAPK1/PAK3/PDGFD/RAF1/PIP5K1B/TLN2/PTEN/PGF/ZYX/ACTN1/CCND1/BCAR1/PAK2/ITGB4/MAPK3/PIP5K1A/RAC1/MYL12B/PIK3R2/PAK4/DOCK1/VEGFA/RELN/EGFR/XIAP/TLN1/LAMA3/VASP/IGF1R/PDGFRA/CAV2/ARHGAP5/PXN/BRAF/PPP1R12B/MAP2K1/RHOA/RAC3/PARVA/DIAPH1/PDGFRB/COL4A5/IGF1/ERBB2/ITGA6/MYLK4/VEGFD/VCL/LAMC1/PAK1/BIRC2/CRKL/ACTB/MYLK/ACTN4/PIK3CD/ITGB3/PARVB/PPP1R12A/SHC2/CAV1/ACTG1/CTNNB1/AKT2/CRK/ITGB5/PRKCG/MYL5/VAV2/ITGA5/ILK",109
"Genetic Information Processing","Folding, sorting and degradation","hsa03050","Proteasome","29/4315","46/9418",0.630434782608696,1.37599879087108,2.35062377956575,0.0138377869109972,0.0380539140052423,0.0380539140052423,"PSMD7/ADRM1/PSMC6/PSMD9/PSMD3/PSMA6/PSMB4/PSMB2/PSMD1/SEM1/PSMC2/PSMD8/PSME3/PSMA4/PSMA7/PSMD12/PSMA2/PSMB1/PSMB7/PSMA1/PSMD2/PSMA3/PSME1/PSME4/PSMC3/PSMB6/POMP/PSMD4/PSMA5",29
"Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","52/4315","90/9418",0.577777777777778,1.26106862366422,2.28831373154967,0.0146781599125779,0.040052033249825,0.040052033249825,"NFATC2/NFKBIE/PIK3CA/MAP2K6/KRAS/MAPK14/NFKBIA/FOS/PIK3R1/MAP2K3/PTPN11/CD3E/PTPN6/IFNGR1/LCK/PIK3CB/CHUK/STAT1/MAPK1/JAK1/BATF3/RAF1/MTOR/PTEN/CSNK2A1/MAPK3/PIK3R2/IKBKG/EGFR/STAT3/PPP3R1/MAPK13/CSNK2A2/MAP3K3/JAK2/TICAM1/RPS6KB1/MAP2K1/NRAS/TIRAP/IFNGR2/EML4/RPS6KB2/BATF2/NFKBIB/PIK3CD/AKT2/MAP2K2/CD274/NFATC3/PPP3CC/NFKB1",52
"Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","31/4315","50/9418",0.62,1.35322363847045,2.3027416807915,0.0154167329097528,0.041425114383458,0.041425114383458,"L3HYPDH/CKB/P4HA2/MAOA/ALDH1B1/ALDH2/ALDH9A1/PYCR1/ARG1/AGMAT/LAP3/GOT2/ALDH7A1/MAOB/GATM/SMS/NOS3/ARG2/OAT/SAT1/PYCR2/GAMT/AMD1/ODC1/SMOX/ALDH4A1/ALDH18A1/CNDP2/ALDH3A2/HOGA1/P4HA1",31
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","31/4315","50/9418",0.62,1.35322363847045,2.3027416807915,0.0154167329097528,0.041425114383458,0.041425114383458,"ACACB/ME2/ACAT1/ACOT12/ADH6/ALDH1B1/ALDH2/GRHPR/PDHA1/ALDH9A1/ADH4/DLD/LDHA/ACSS2/DLAT/MDH2/ALDH7A1/ACYP2/ME1/GLO1/PKM/PC/ADH5/AKR1A1/HAGH/ME3/MDH1/PCK2/ACYP1/FH/ALDH3A2",31
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","77/4315","140/9418",0.55,1.20044032444959,2.19713039367304,0.0175140761183233,0.0461663000415702,0.0461663000415702,"GNG4/PIK3R4/LIPE/SMAD2/PRKAG2/PRKAG1/SPHK2/KRAS/ADCY5/RRAS2/NRF1/EGR1/CALM3/HDAC5/TFAM/GNB1/GNGT1/BORCS8-MEF2B/PRKAA1/MAPK1/ITPR1/RAF1/SMAD3/MTOR/ADCY9/GNAQ/SLC9A1/CCND1/MEF2A/ITPR2/CALM1/ADCY10/PLCB1/MAPK3/GNAI1/GNAI2/SERPINE1/SMAD4/PRKAB2/PPARGC1A/GNG7/GNG12/AGTR1/GNB2/PIK3C3/GNG10/RPS6KB1/GNAI3/HDAC4/MAP2K1/NRAS/NOS3/MEF2D/MYLK4/SPHK1/MAP1LC3B/PDE3B/MRAS/MEF2C/CALML4/RPS6KB2/GNB4/PRKCE/MYLK/GNB5/CDH1/TGFBR1/RPS6/PLIN1/AKT2/CCN2/MAP2K2/MEF2B/GNA13/PRKACB/RRAS/ITPR3",77
"Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","78/4315","142/9418",0.549295774647887,1.19890326897655,2.19603685350863,0.0175356848536673,0.0461663000415702,0.0461663000415702,"ASS1/PIK3CA/PTK2/MAP2K6/MAPK14/SQSTM1/FOS/CALM3/PIK3R1/GSTO2/SUMO3/MAP2K4/ACVR2B/PIK3CB/KEAP1/SRC/CHUK/HMOX1/SUMO2/PRKAA1/PIAS4/HSP90AA1/HSP90AB1/MAP2K7/TNFRSF1A/GSTO1/IL1R2/GSTM4/TXN2/GSTP1/NFE2L2/NCF2/MEF2A/MGST2/ARHGEF2/CALM1/VCAM1/NQO1/GSTA4/BMPR1A/RAC1/PIK3R2/VEGFA/SDC2/IKBKG/MAPK13/MGST1/ACVR1/DUSP1/CAV2/GSTA5/CYBA/BMPR2/CTSL/RHOA/RAC3/ACVR2A/NOS3/GSTA1/GSTM2/PECAM1/MEF2C/CALML4/ACTB/PIK3CD/ITGB3/CAV1/ACTG1/SDC4/CTNNB1/AKT2/GSTM1/TXN/IL1R1/SDC1/SUMO1/NFKB1/BMPR1B",78
"Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","82/4315","150/9418",0.546666666666667,1.19316492854384,2.19287964238323,0.0175746710385523,0.0461663000415702,0.0461663000415702,"FZD4/SMAD2/PIK3CA/CDX2/ABCB1/FGF19/JUP/KRAS/SHC1/DDB2/AXIN1/PIK3R1/TGFB2/GAB1/CTNNA3/GADD45B/SOS2/PIK3CB/MET/SOS1/RXRA/E2F1/E2F3/LRP5/CSNK1A1/MAPK1/TGFB1/RAF1/SMAD3/LRP6/MTOR/CDK2/CCND1/SHH/TCF7L1/MAPK3/FZD1/WNT2B/PIK3R2/SMAD4/EGFR/TGFB3/FRAT1/DVL2/CTNNA1/CDKN1A/CDKN2B/BRAF/DVL1/RPS6KB1/WNT10B/MAP2K1/NRAS/FGF8/TCF7L2/FGF2/ERBB2/CCNE2/WNT11/RPS6KB2/CDH17/PIK3CD/CDH1/GADD45A/TGFBR1/SHC2/FZD7/APC/CTNNB1/AKT2/BAX/TCF7/CDKN1B/FZD5/RARB/TGFBR2/MAP2K2/TERC/MYC/RXRG/FZD3/BAK1",82
"Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","16/4315","23/9418",0.695652173913043,1.51834349337498,2.28858516364619,0.018542775011394,0.0483485689185976,0.0483485689185976,"ASS1/GLS/ASL/ARG1/GLUL/OTC/GOT2/GPT2/NAGS/NOS3/ARG2/CAD/GLUD1/GPT/ABHD14A-ACY1/CPS1",16
