"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Genetic Information Processing","Replication and repair","hsa03460","Fanconi anemia pathway","40/5171","54/9418",0.740740740740741,1.34911937658022,2.83885071015423,0.00288619454310503,0.00967562361117116,0.00967562361117116,"RMI1/BRCA1/TOP3B/FAAP100/FANCE/RPA3/TOP3A/POLH/RAD51C/FANCC/POLK/BLM/FANCI/RPA1/RAD51/FANCG/MUS81/POLI/TELO2/BRIP1/UBE2T/CENPS-CORT/USP1/PMS2/RPA2/FANCA/POLN/RPA4/EME1/ATR/BRCA2/PALB2/FANCL/FANCM/CENPX/ERCC1/REV1/FANCF/REV3L/HES1",40
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","145/5171","227/9418",0.638766519823789,1.16339259015673,2.74957978733065,0.0034509018774983,0.0114595986875415,0.0114595986875415,"GNG4/GNGT2/NFATC2/IL6/CREB3L3/CCR5/ATF2/PTK2/ROCK1/FADD/MAP2K6/KRAS/AKAP13/ADCY5/CXCL8/BAK1/NFKBIA/PIK3R1/CASP8/PPP3CC/NFKB1/CCR3/PRKACB/PIK3CD/ITGB3/IL1R1/GNA13/PRKCG/MAP2K2/STAT3/CX3CL1/BAX/BID/AKT2/PIK3CB/CREB3L2/SOS2/RIPK1/MAPK13/GNAS/GNGT1/MYC/CHUK/CGAS/TNFRSF1A/CDKN2A/ITPR1/JAK1/E2F1/TRADD/SRC/FASLG/CREB3L4/RAC3/CDKN1A/ARHGEF11/TRAF5/ADCY9/CCR1/GRB2/CREB3L1/CCND1/BCAR1/PTGER4/PIK3R2/GNAQ/ADCY1/MTOR/CALM1/MAPK3/IKBKG/MAPK14/PIK3R3/ITPR2/RAF1/NRAS/RHOA/RAC1/VEGFA/AKT1/IL10RB/E2F3/GNAI3/ITPR3/CALM3/GNB2/GNAI2/CREB1/TBK1/PLCB4/PRKCA/GNG10/TRAF2/PDGFRA/NFATC3/IRF3/TSC1/PDIA3/CYCS/FAS/EGFR/ROCK2/CTNNB1/MAP2K1/RB1/PPP3R1/GNG12/RPS6KB1/PXN/ARHGEF1/STING1/IL6R/GNAO1/CREB5/TAPBPL/ARHGEF12/GNAI1/PLCB1/MAPK1/SOS1/GNG5/GNG7/SP1/GNA11/GNB1/CDK4/RHEB/PTK2B/PIK3CA/MDM2/PPP3CA/CDK6/CALR/CALML5/CALML4/RPS6KB2/GSK3B/GNB4/GNA12/CRKL/CRK/PTGS2/GNB5/EIF4EBP1/ATF4",145
"Cellular Processes","Cell growth and death","hsa04216","Ferroptosis","32/5171","42/9418",0.761904761904762,1.38766564448251,2.77827726046333,0.00358157063066689,0.0116844021736112,0.0116844021736112,"ACSL5/GSS/SLC39A14/ATG7/ALOX15/HMOX1/SLC40A1/VDAC3/GCLC/VDAC2/PCBP2/MAP1LC3A/SLC11A2/ACSL3/ACSL1/FTL/LPCAT3/SAT1/TF/ATG5/GPX4/SLC39A8/GCLM/ACSL6/NCOA4/ACSL4/FTH1/CP/TFRC/MAP1LC3B/SLC7A11/SLC3A2",32
"Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","82/5171","122/9418",0.672131147540984,1.22415995891336,2.74974435883087,0.00359447428538318,0.0116844021736112,0.0116844021736112,"MED13/HDAC1/PLCG2/PFKM/SLC16A2/TBC1D4/KRAS/HIF1A/DIO1/PIK3R1/MED14/PRKACB/PIK3CD/ITGB3/RCAN2/PRKCG/MAP2K2/ATP1B1/AKT2/PLCE1/PIK3CB/SIN3A/SLC16A10/ATP1A2/PFKL/RXRA/NOTCH1/MYC/STAT1/ATP2A2/MED16/SRC/NCOA3/MED1/PDPK1/CCND1/FOXO1/CREBBP/ATP1A1/MED4/PIK3R2/MTOR/BMP4/PFKFB2/MAPK3/PIK3R3/RAF1/NRAS/MED13L/AKT1/PLCD1/NCOR1/NCOA1/PLCB4/PLCZ1/PRKCA/RCAN1/MED27/RXRG/CTNNB1/MAP2K1/KAT2B/EP300/ATP1B3/SLCO1C1/PLCB1/MAPK1/ACTB/NOTCH2/MED12L/NCOA2/RHEB/THRB/PIK3CA/MDM2/ACTG1/SLC2A1/GATA4/ESR1/MED17/SLC9A1/GSK3B",82
"Organismal Systems","Nervous system","hsa04720","Long-term potentiation","48/5171","67/9418",0.716417910447761,1.30481993436415,2.7628299908832,0.00361818135489665,0.0116844021736112,0.0116844021736112,"CAMK2B/RAP1A/KRAS/RAPGEF3/ARAF/PPP3CC/GRIN1/PRKACB/PRKCG/MAP2K2/PPP1CC/CAMK4/PPP1CA/ITPR1/RPS6KA1/CAMK2G/GRM5/CREBBP/GNAQ/ADCY1/CALM1/MAPK3/ITPR2/RAF1/NRAS/CACNA1C/ITPR3/CALM3/RAP1B/PLCB4/RPS6KA2/PRKCA/GRIA2/MAP2K1/BRAF/PPP3R1/EP300/GRIN2D/CAMK2D/PLCB1/GRIA1/MAPK1/RPS6KA3/PPP3CA/CALML5/CALML4/PPP1R1A/ATF4",48
"Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","15/5171","17/9418",0.882352941176471,1.60703925739702,2.76411836136928,0.00397018232983654,0.0125901277486708,0.0125901277486708,"HSD3B7/SLC27A5/AKR1D1/BAAT/SCP2/AMACR/ACOX2/AKR1C4/CYP8B1/CYP27A1/CYP7A1/ACOT8/HSD17B4/CH25H/CYP39A1",15
"Metabolism","Metabolism of other amino acids","hsa00450","Selenocompound metabolism","15/5171","17/9418",0.882352941176471,1.60703925739702,2.76411836136928,0.00397018232983654,0.0125901277486708,0.0125901277486708,"MARS1/SEPHS1/KYAT3/TXNRD1/CTH/PAPSS2/SCLY/PAPSS1/PSTK/MARS2/MTR/TXNRD3/SEPHS2/SEPSECS/KYAT1",15
"Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","98/5171","149/9418",0.657718120805369,1.19790935249371,2.686862454358,0.00429191197136296,0.0134888661957122,0.0134888661957122,"RALB/PLCG2/PDGFC/AGT/PLPP1/SPHK2/KRAS/ADCY5/CXCL8/RRAS2/SHC1/RAPGEF3/PIK3R1/CYTH3/PDGFRB/GRM8/RRAS/INSR/DNM3/PIK3CD/GNA13/MAP2K2/AKT2/PIK3CB/AGTR1/PLA2G4C/SOS2/GNAS/PTPN11/AGPAT3/DGKK/DGKI/AVPR1A/DGKQ/ADCY9/CYTH4/AGPAT5/DGKB/PLPP3/GRM5/AGPAT2/GRB2/PIP5K1A/PIK3R2/ADCY1/MTOR/MAPK3/PIK3R3/RAF1/NRAS/RHOA/DGKH/GAB2/DGKZ/AKT1/DNM1/MS4A2/F2/PLCB4/PRKCA/PDGFRA/TSC1/EGFR/MAP2K1/FCER1A/PTGFR/FYN/GAB1/PLD1/PIP5K1B/PLA2G4F/GRM3/DNM2/PDGFA/PLA2G4A/PLCB1/GRM7/LPAR6/MAPK1/PLA2G4E/RALGDS/SOS1/MRAS/ARF6/RHEB/PDGFD/PTK2B/PIK3CA/RALA/SPHK1/LPAR3/DGKD/GNA12/ARF1/CYTH1/KITLG/RAPGEF4/SHC2",98
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","62/5171","90/9418",0.688888888888889,1.2546810202196,2.67871179837138,0.00457500032229452,0.01425132843759,0.01425132843759,"EIF4E/PRKAG2/CREB3L3/ATF2/PRKAG1/KRAS/ATG101/ADCY5/ULK1/PIK3R1/NFKB1/INSR/PRKACB/SIRT1/PIK3CD/RPTOR/BAX/AKT2/PIK3CB/CREB3L2/FOXO3/EHMT1/CAMK4/PRKAA1/SESN1/AKT1S1/CREB3L4/ADCY9/IRS1/PPARGC1A/CAMKK2/IRS2/CREB3L1/FOXO1/PIK3R2/STK11/ADCY1/MTOR/PIK3R3/RB1CC1/NRAS/ATG5/AKT1/CREB1/TSC1/PRKAB2/IGF1R/RPS6KB1/CAT/SOD2/CREB5/ADIPOR2/ADIPOR1/RHEB/PIK3CA/APPL1/IGF1/SESN2/PPARG/RPS6KB2/EIF4EBP1/ATF4",62
"Genetic Information Processing","Replication and repair","hsa03450","Non-homologous end-joining","12/5171","13/9418",0.923076923076923,1.68121030004612,2.71191395426196,0.00478965142710092,0.0147890991433292,0.0147890991433292,"XRCC4/POLM/DNTT/DCLRE1C/MRE11/RAD50/FEN1/LIG4/XRCC6/XRCC5/PRKDC/NHEJ1",12
"Metabolism","Metabolism of cofactors and vitamins","hsa00760","Nicotinate and nicotinamide metabolism","29/5171","38/9418",0.763157894736842,1.38994798929251,2.65766041655188,0.00529052650355292,0.0160568980788226,0.0160568980788226,"PNP/NT5C/NNMT/SIRT4/SIRT3/NUDT12/SIRT1/NNT/NT5DC4/SIRT2/SARM1/NMRK1/ENPP3/QPRT/ENPP1/NUDT13/NADK/SIRT5/AOX1/BST1/NADK2/NMNAT1/NT5M/NAMPT/NT5C2/NT5E/CD38/NADSYN1/NMNAT2",29
"Genetic Information Processing","Replication and repair","hsa03430","Mismatch repair","19/5171","23/9418",0.826086956521739,1.50456139170794,2.67320315654987,0.00529147777597563,0.0160568980788226,0.0160568980788226,"RPA3/PCNA/RFC2/RPA1/RFC5/POLD4/EXO1/RFC4/RFC3/PMS2/RPA2/MLH3/POLD1/RFC1/MSH2/POLD2/RPA4/POLD3/MSH6",19
"Metabolism","Carbohydrate metabolism","hsa00640","Propanoate metabolism","25/5171","32/9418",0.78125,1.42289934248695,2.64407730046065,0.00561625983330079,0.0168637961564307,0.0168637961564307,"ALDH6A1/ACACB/HIBCH/EHHADH/MMUT/ECHDC1/PCCA/MLYCD/ACOX1/HADHA/LDHA/ABAT/ACSS2/MCEE/SUCLG2/DLD/SUCLA2/ACOX3/PCCB/BCKDHB/DBT/SUCLG1/ACSS3/BCKDHA/ECHS1",25
"Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","43/5171","60/9418",0.716666666666667,1.30527299684136,2.61742905187159,0.00570927888518666,0.0168637961564307,0.0168637961564307,"NFATC2/PLCG2/MAPKAPK2/PTK2/SPHK2/KRAS/CDC42/PIK3R1/PPP3CC/PIK3CD/PRKCG/MAP2K2/AKT2/PIK3CB/PLA2G4C/MAPK13/SRC/RAC3/MAPKAPK3/NOS3/PIK3R2/MAPK3/MAPK14/PIK3R3/RAF1/NRAS/RAC1/VEGFA/AKT1/PRKCA/HSPB1/MAP2K1/PPP3R1/PXN/PLA2G4F/PLA2G4A/MAPK1/PLA2G4E/PIK3CA/SPHK1/PPP3CA/PTGS2/SHC2",43
"Organismal Systems","Nervous system","hsa04730","Long-term depression","43/5171","60/9418",0.716666666666667,1.30527299684136,2.61742905187159,0.00570927888518666,0.0168637961564307,0.0168637961564307,"PPP2R1B/GUCY1A1/KRAS/ARAF/PPP2R1A/GNA13/PRKCG/MAP2K2/PLA2G4C/GNAS/ITPR1/GRID2/PRKG1/PPP2CB/GNAQ/MAPK3/ITPR2/RAF1/NRAS/GUCY1A2/GNAI3/ITPR3/GNAI2/PLCB4/PRKCA/GRIA2/MAP2K1/BRAF/IGF1R/GNAZ/PLA2G4F/GNAO1/GNAI1/PLA2G4A/PLCB1/GRIA1/MAPK1/PLA2G4E/LYN/GNA11/IGF1/GRIA3/GNA12",43
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","101/5171","155/9418",0.651612903225806,1.18678985159169,2.5872936207098,0.005749021416965,0.0168637961564307,0.0168637961564307,"CAMK2B/RAP1A/AIP/ASH2L/CREB3L3/SCARB1/KMT2D/AGT/ATF2/ADCY5/KMT2A/AXIN1/PRKACB/WNT5B/CDK2/MAP2K2/CACNA1D/APC/CREB3L2/AGTR1/AXIN2/RBBP5/FZD9/GNAS/FZD4/CDKN2A/CYP17A1/ITPR1/E2F1/CREB3L4/NR4A1/LEF1/CDKN2B/NR5A1/WNT2B/CDKN1A/ADCY9/PDE8A/RASD1/CAMK2G/WNT5A/CREB3L1/CCND1/GNAQ/ARMC5/ADCY1/WNT10B/MAPK3/FZD5/ITPR2/CACNA1C/E2F3/GNAI3/ITPR3/DVL1/FZD3/GNAI2/RAP1B/CREB1/CCNE2/PLCB4/CACNA1S/USP8/FZD7/ORAI1/EGFR/CTNNB1/MAP2K1/RB1/BRAF/CDKN2C/DVL2/LDLR/AHR/CDKN1B/WNT8B/CYP11A1/PDE8B/MEN1/TCF7L1/CACNA1I/ARNT/CREB5/FZD1/CAMK2D/GNAI1/PLCB1/MAPK1/PDE11A/SP1/GNA11/TCF7/CDK4/WNT11/TCF7L2/PBX1/CDK6/FH/NCEH1/GSK3B/ATF4",101
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","100/5171","154/9418",0.649350649350649,1.18266958336577,2.52191095997949,0.00694424097061882,0.0202014282781638,0.0202014282781638,"ITGAL/COL4A3/TNC/ITGAM/PDGFC/FLNB/PTK2/CCND3/CDC42/HGF/LIMS1/FN1/COL4A6/ITGA9/ITGB1/C3/COL1A2/PIK3R1/ITGA4/PDGFRB/ITGAE/FRAS1/ITGA5/FGG/PIK3CD/LAMB4/ITGB3/THBS4/ICAM3/ITGA6/ITGA2/FREM1/ITGB5/VEGFD/AKT2/PIK3CB/THBS2/FBN1/FGA/COL9A1/LAMA4/LAMC2/ITGA1/THBS1/VEGFB/SRC/RAC3/ILK/MADCAM1/TLN2/NCK2/CCND1/PIK3R2/MTOR/PIK3R3/ICAM2/ITGB4/LAMA2/RELN/RAC1/VCAM1/VEGFA/AKT1/COL9A3/MET/ACTN1/PGF/PDGFRA/EGFR/CTNNB1/FERMT1/TLN1/LAMA3/IGF1R/PXN/LAMB1/COL2A1/LAMA5/PDGFA/ACTB/ICAM4/ITGB6/PDGFD/FGB/PIK3CA/PARVA/ICAM1/TGFB1/COL4A5/IGF1/ERBB2/ACTG1/VCL/LAMC1/GSK3B/COL4A4/ACTN4/FERMT2/CDH1/PARVB",100
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","52/5171","75/9418",0.693333333333333,1.26277573647908,2.52101333457282,0.00740894226438321,0.0213766203037942,0.0213766203037942,"CHEK2/SHISA5/TP73/PPP1R13L/ZNF385A/CCND3/DDB2/MDM4/PPM1D/CASP8/SIVA1/EI24/CDK2/BAX/BID/GADD45B/CDK1/THBS1/CDKN2A/SESN1/PMAIP1/CDKN1A/BCL2L1/PIDD1/CCND1/CCNB1/TNFRSF10A/SFN/PTEN/CCNE2/RRM2B/RRM2/TNFRSF10B/SERPINE1/CYCS/FAS/TP53I3/ATM/SIAH1/CCNB2/BBC3/AIFM2/CDK4/CHEK1/ATR/COP1/MDM2/IGF1/SESN2/CDK6/PERP/GADD45A",52
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","42/5171","59/9418",0.711864406779661,1.2965265873237,2.52102611887866,0.00759286732164686,0.0215304586081142,0.0215304586081142,"NME2/NT5C/DCTD/DCK/ENTPD5/UPB1/NT5DC4/CTPS1/NME1/ENPP3/DCTPP1/UPP2/ENPP1/CDA/ENTPD6/UCK2/DUT/UCK1/ENTPD1/RRM2B/RRM2/RRM1/TK2/NT5C3A/DPYD/UPP1/UMPS/DHODH/NT5M/NT5C2/NUDT2/HDDC2/AK9/DTYMK/NT5E/CMPK1/CMPK2/TYMP/ENTPD8/NME7/NME6/CAD",42
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","42/5171","59/9418",0.711864406779661,1.2965265873237,2.52102611887866,0.00759286732164686,0.0215304586081142,0.0215304586081142,"GSS/NAT8/TXNDC12/LAP3/CHAC1/GPX2/GCLC/LANCL1/GSTM1/G6PD/ODC1/GSR/OPLAH/GSTM2/GSTA2/SMS/MGST3/GSTP1/IDH1/GPX4/GSTM4/GCLM/GSTA1/RRM2B/RRM2/RRM1/GPX3/GSTO1/ANPEP/GSTA4/PGD/GSTA5/GGT5/GGCT/MGST1/GSTO2/GPX7/GSTA3/GSTK1/MGST2/GPX1/GGT1",42
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","167/5171","268/9418",0.623134328358209,1.13492150541048,2.4725236356115,0.00769043102900737,0.0215304586081142,0.0215304586081142,"GPR37/SLC39A6/NDUFS2/CAMK2B/NDUFV2/EIF2S1/SLC25A4/SLC39A14/ATP5PB/NDUFC1/TUBA4A/ATP5F1C/ATP5F1A/PSMD7/UBA52/ADRM1/TUBA8/ADCY5/TUBA1C/ATP5F1B/UBB/PSMB6/PSMC3/SNCA/ATP5MC3/CYC1/NDUFB4/PSMD2/PRKACB/MAPK8/VDAC3/PSMC2/NDUFB11/PSMC6/TXN/TUBA1B/GNAL/COX7B/TRAP1/COX4I1/BAX/PSMA3/COX6A1/ERN1/VDAC2/NDUFS8/NDUFA5/SLC39A11/GNAS/COX5A/MAPK10/UBA7/TUBB3/KEAP1/TUBB4B/UBC/UCHL1/PSMB2/SLC11A2/PSMD9/ITPR1/ATF6/NDUFA11/NDUFAB1/UQCR11/SEM1/EIF2AK3/PSMB1/NDUFB10/UQCR10/MCU/PSMA2/COX8A/TUBB8/NDUFA9/UBE2L6/ATP5PD/XBP1/CAMK2G/BCL2L1/NDUFB7/COX7C/PSMA5/PINK1/LOC107984365/PSMB4/VDAC1/TXN2/SNCAIP/HTRA2/NDUFB6/NFE2L2/PSMA6/NDUFS4/CALM1/UBE2G2/PARK7/PSMA7/PSMA4/ITPR2/ATP5MC2/NDUFV3/UQCRC2/NDUFS3/NDUFS7/UQCRHL/NDUFB5/GNAI3/ITPR3/SLC39A8/SLC39A5/CALM3/COXFA4/PPIF/GNAI2/MFN2/TUBB6/PSMD8/DUSP1/CYCS/NDUFA1/KIF5C/SLC39A9/UBE2J1/NDUFS5/NDUFA7/NDUFA10/ATP5F1E/SLC39A10/MAOB/KLC1/MAOA/COX5B/PSMD3/SDHC/COXFA4L2/PSMD1/CAMK2D/GNAI1/KIF5A/PSMD12/NDUFB1/COX7A2L/PSMD4/TUBB4A/UBA1/NDUFC2-KCTD14/ATP5F1D/KLC4/SLC39A1/MFN1/UBE2L3/COX6B2/COX6C/PRKN/CALML5/CALML4/SLC39A13/PSMB7/COX7B2/PSMA1/COX7A2/UBE2G1/KIF5B/SDHB/ATF4/UQCRC1",167
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","63/5171","93/9418",0.67741935483871,1.23379142987255,2.50004637498248,0.00770692552449541,0.0215304586081142,0.0215304586081142,"CGA/CAMK2B/MAP2K6/KRAS/ADCY5/CDC42/MAP2K3/PRKACB/MAPK8/MAP2K2/CACNA1D/HBEGF/PLA2G4C/SOS2/MAPK13/GNAS/MAPK10/ITPR1/SRC/ADCY9/CAMK2G/GNRH2/GRB2/MAP3K3/JUN/GNAQ/ADCY1/MAP2K4/CALM1/MAPK3/MAPK14/EGR1/ITPR2/RAF1/MMP14/NRAS/CACNA1C/ITPR3/CALM3/PLCB4/PRKCA/CACNA1S/MAP2K7/EGFR/MAP2K1/GNRH1/PLD1/PLA2G4F/LHB/CAMK2D/PLA2G4A/PLCB1/MAP3K1/MAPK1/PLA2G4E/SOS1/GNA11/MAP3K4/PTK2B/CALML5/CALML4/PRKCD/ATF4",63
"Metabolism","Metabolism of other amino acids","hsa00410","beta-Alanine metabolism","24/5171","31/9418",0.774193548387097,1.41004734842577,2.52321274385171,0.00813087704332591,0.0223599118691463,0.0223599118691463,"ALDH6A1/HIBCH/EHHADH/GAD1/ALDH3A2/ALDH7A1/CSAD/SMOX/CNDP1/UPB1/MLYCD/ALDH2/ALDH3A1/ACOX1/GADL1/HADHA/ALDH9A1/ABAT/ACOX3/DPYD/CNDP2/ALDH1B1/ALDH3B1/ECHS1",24
"Organismal Systems","Digestive system","hsa04981","Folate transport and metabolism","24/5171","31/9418",0.774193548387097,1.41004734842577,2.52321274385171,0.00813087704332591,0.0223599118691463,0.0223599118691463,"SLC19A1/SHMT2/SHMT1/BHMT2/ABCC4/MTHFS/FOLH1/ABCC1/SLCO2B1/ABCC3/SLC46A1/FPGS/SLCO1B3/ST20-MTHFS/SLC22A6/DHFR2/MTR/SLCO1B1/ABCC5/DHFR/BHMT/ABCG2/MTHFR/ABCC2",24
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","85/5171","130/9418",0.653846153846154,1.190857295866,2.41780773528379,0.00941857797475673,0.0257003057915843,0.0257003057915843,"GNG4/COL4A3/GNGT2/CREB3L3/ATF2/KRAS/ADCY5/SHC1/COL4A6/COL1A2/NFKBIA/PIK3R1/ARRB2/NFKB1/PRKACB/MAPK8/PIK3CD/SMAD2/MAP2K2/VEGFD/AKT2/PIK3CB/CREB3L2/ARRB1/SOS2/MAPK13/GNAS/GNGT1/MAPK10/VEGFB/TGFBR2/SRC/CREB3L4/NOS3/ADCY9/GRB2/CREB3L1/JUN/PIK3R2/ADCY1/MAP2K4/COL3A1/EDN1/RLN2/MAPK3/MAPK14/PIK3R3/RAF1/NRAS/RLN3/VEGFA/AKT1/GNAI3/GNB2/GNAI2/CREB1/PLCB4/PRKCA/GNG10/MAP2K7/EGFR/NOS2/MAP2K1/RXFP1/GNG12/RXFP4/GNAO1/CREB5/GNAI1/PLCB1/MAPK1/SOS1/GNG5/GNG7/GNB1/FOS/PIK3CA/TGFB1/COL4A5/GNB4/COL4A4/GNB5/ATF4/TGFBR1/SHC2",85
"Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","36/5171","50/9418",0.72,1.31134403403597,2.43559196660722,0.0098645712031424,0.0267102235654317,0.0267102235654317,"L3HYPDH/CKB/P4HA1/HOGA1/LAP3/ALDH3A2/ALDH7A1/GOT1/SMOX/CNDP1/ODC1/ALDH2/ALDH9A1/NOS3/SMS/ARG1/PYCR1/SAT1/P4HA2/AGMAT/GOT2/CKM/NOS2/GATM/MAOB/MAOA/CNDP2/ALDH4A1/ALDH1B1/ALDH18A1/CKMT2/PYCR2/ARG2/OAT/GAMT/AMD1",36
"Metabolism","Lipid metabolism","hsa00600","Sphingolipid metabolism","39/5171","55/9418",0.709090909090909,1.29147518503542,2.39209180556463,0.0110076274899157,0.0295557053780564,0.0295557053780564,"ACER2/SAMD8/GM2A/PSAP/PLPP1/SPTLC1/SPTLC3/UGT8/SPHK2/NEU3/CERS2/GLA/B4GALNT1/ASAH2/CERS1/GAL3ST1/ACER3/SPTLC2/SGPL1/UGCG/GBA2/PLPP3/SGMS1/CERS4/CERK/SMPD4/HEXA/PSAPL1/DEGS1/GALC/CERS5/GLB1/ENPP7/SGMS2/SPHK1/ACER1/HEXB/SGPP1/B4GALT5",39
"Metabolism","Global and overview maps","hsa01210","2-Oxocarboxylic acid metabolism","25/5171","33/9418",0.757575757575758,1.3797811805934,2.41143575084501,0.0111320215123971,0.0295557053780564,0.0295557053780564,"DLST/AGXT2/OGDH/CS/GOT1/BCAT1/ACO1/PDHA1/AADAT/AGXT/ACO2/DLAT/IDH1/GOT2/DLD/GPT2/NAGS/BCKDHB/DBT/BCAT2/ABHD14A-ACY1/IDH3G/GPT/IDH3A/BCKDHA",25
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","66/5171","99/9418",0.666666666666667,1.21420743892219,2.3641221598241,0.0111673545888679,0.0295557053780564,0.0295557053780564,"PTK2/KRAS/ADCY5/SHC1/ARAF/PIK3R1/PRKACB/MAPK8/PIK3CD/MAP2K2/BAX/AKT2/HBEGF/PIK3CB/DLL4/SOS2/MAPK13/GNAS/NOTCH1/ABCB11/MAPK10/CDKN2A/GPER1/E2F1/SRC/NCOA3/CDKN1A/ADCY9/MED1/GRB2/CCND1/JUN/PIK3R2/ADCY1/MTOR/MAPK3/MAPK14/PIK3R3/RAF1/NRAS/AKT1/NCOR1/E2F3/ESR2/EGFR/MAP2K1/RB1/BRAF/CDKN2C/IGF1R/RPS6KB1/CDKN1B/MAPK1/NOTCH2/SOS1/SP1/CDK4/FOS/PIK3CA/MDM2/IGF1/ERBB2/CARM1/ESR1/RPS6KB2/SHC2",66
"Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","69/5171","104/9418",0.663461538461538,1.20836990315815,2.3576860091637,0.0113111062081788,0.0297127566065592,0.0297127566065592,"LPIN2/SAMD8/ETNPPL/PLPP1/PNPLA6/CHKB/ACHE/PLAAT2/PEMT/GPD2/CRLS1/CHPT1/GNPAT/PISD/PLA2G15/CEPT1/GPAM/ETNK2/MBOAT1/PLA2G1B/PLA2G4C/PLA2G2A/CDS2/GPAT4/PLA2G12B/AGPAT3/PGS1/PLAAT3/DGKK/DGKI/DGKQ/PLB1/AGPAT5/DGKB/PLPP3/LPIN1/AGPAT2/PCYT2/PLA2G12A/PLA1A/SGMS1/LPCAT3/PNPLA7/LPIN3/LPCAT4/LCLAT1/DGKH/DGKZ/CHKA/PLPP5/GDPD5/ADPRM/CDIPT/PLA2G6/LPGAT1/PLD1/PLA2G4F/LYPLA2/PLA2G4A/LYPLA1/PLA2G4E/PTDSS2/GPCPD1/SGMS2/GPAT3/PCYT1A/GPD1L/DGKD/ETNK1",69
"Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","21/5171","27/9418",0.777777777777778,1.41657534540923,2.39178395693706,0.0121067313619698,0.0315671810326915,0.0315671810326915,"ACOT7/FADS2/HACD2/BAAT/SCP2/ACAA1/ACOX1/SCD/HACD3/TECR/HACD1/HSD17B4/ELOVL3/ACOX3/ELOVL6/FADS1/ELOVL1/ELOVL5/HSD17B12/ACOT2/ELOVL7",21
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","50/5171","73/9418",0.684931506849315,1.24747339615294,2.34208535857534,0.0122174667595806,0.0316216786718556,0.0316216786718556,"PDGFC/FGF19/KRAS/HGF/DDB2/ARAF/BAK1/PIK3R1/PDGFRB/PIK3CD/MAP2K2/BAX/AKT2/PIK3CB/POLK/GADD45B/CDKN2A/E2F1/CDKN1A/CCND1/FGF1/PIK3R2/MAPK3/PIK3R3/RAF1/NRAS/PTEN/AKT1/E2F3/MET/PDGFRA/EGFR/MAP2K1/RB1/BRAF/FGF21/IGF1R/FGF7/PDGFA/MAPK1/CDK4/PDGFD/PIK3CA/FGF8/MDM2/FGF2/IGF1/CDK6/CDH1/GADD45A",50
"Organismal Systems","Immune system","hsa04611","Platelet activation","82/5171","126/9418",0.650793650793651,1.18529773799548,2.31048531907799,0.0126131724106662,0.0318922768335355,0.0318922768335355,"FCGR2A/PTGS1/RAP1A/PLCG2/GUCY1A1/ROCK1/ADCY5/P2RY1/ITGB1/COL1A2/PIK3R1/MYLK/MYLK4/PRKACB/FGG/PIK3CD/ITGB3/GNA13/VASP/ITGA2/AKT2/PIK3CB/PLA2G4C/FGA/RASGRP2/PPP1CC/MAPK13/GNAS/PPP1CA/ITPR1/SRC/NOS3/ADCY9/TLN2/PRKG1/F2RL3/PRKCI/ARHGAP35/PIK3R2/GNAQ/ADCY1/COL3A1/MAPK3/MAPK14/PIK3R3/ITPR2/RHOA/MYL12B/AKT1/GUCY1A2/GNAI3/ITPR3/F2/SNAP23/GNAI2/RAP1B/PLCB4/GP9/STIM1/PPP1R12A/ORAI1/ROCK2/TLN1/ARHGEF1/FYN/PLA2G4F/ARHGEF12/GNAI1/PLA2G4A/PLCB1/MAPK1/PLA2G4E/ACTB/LYN/GP1BA/FGB/PIK3CA/ACTG1/VAMP8/MYL12A/TBXAS1/GP5",82
