"combinacao","n_proteinas","n_genes","genes"
"XPC_STAT1_STAT2_IRF9_ELK1",5,0,""
"XPC_STAT1_STAT2_IRF9",4,87,"ABTB2;ADGRF1;AFF1;ARHGAP29-AS1;ARID1B;BICC1;BMPR1A;CADM1;CHN1;CHN2;CLDN16;CPVL-AS2;CTNND2;DAB1;EFHB;ENKUR;EPM2A;ERC1;ETV6;EXT1;FGGY;FNDC3B;FTO;HAS2-AS1;HDAC9;IFI44L;IGF2BP2;JAK1;LARGE1;LINC01428;LINC02755;LOC101927745;LOC101928565;LOC102724008;LOC105369687;LOC105370777;LOC105371664;LOC105371874;LOC105373508;LOC105374502;LOC105375630;LOC105377043;LOC105377067;LOC105377979;LOC105379119;LOC107986306;LOC107986882;LOC124902477;LRMDA;LRP1B;MACROD2-AS1;MAP4K3-DT;MAST4;MEF2A;MGC27382;MIR21;MIR4422;MIR5702;NEDD4L;NRP1;NSMCE2;PDE4D;PHACTR4;PIP4K2A;PRKCE;PRKCH;PTK2;RELL1;RERE;RIGI;RPS6KC1;RTKN2;SAMD12;SGPL1;SLC1A3;SOX5;SPATS2L;SSPN-AS1;TENM2;THNSL1;TIAM2;TNRC6B;TRIM44;VPS13B;WDR70;ZBTB20-AS5;ZCCHC2"
"STAT1_STAT2_IRF9_ELK1",4,9,"EARS2;LCMT1-AS1;LIMA1;NCOA7;PSMD12;SERTAD1;SHC1;STAM2;STX16-NPEPL1"
"XPC_STAT1_STAT2_ELK1",4,5,"B4GALT1-AS1;BIN3;LINC02855;LINC03134;MIR1260B"
"XPC_STAT1_IRF9_ELK1",4,0,""
"XPC_STAT2_IRF9_ELK1",4,0,""
"STAT1_STAT2_IRF9",3,997,"ABCA9;ABRAXAS1;ABTB2;ACOT7;ACSL3;ACTN1;ACTR10;ACVR2A;ADAM22;ADAM28;ADAM7-AS2;ADAMDEC1;ADAMTS6;ADAR;ADGRF1;ADGRL2;ADPRH;AFF1;AFM;AGAP1;AGPAT5;AHI1;AKAP6;AKAP7;AKT2;ALG1L1P;ALKBH5;ALMS1P1;ALPP;AMBRA1;AMOTL2;ANAPC7;ANG;ANGPTL3;ANK2;ANKFY1;ANKRD13A;ANKRD33B;ANKS1B;ANO5;ANO6;AP3M1;APOL2;APOL6;ARHGAP29-AS1;ARID1A;ARID1B;ARK2C;ARSG;ART3;ASPA;ASPRV1;ATP5MG;ATP6AP1L;ATXN10;B3GALT1;B3GALT1-AS1;B4GALNT4;BAHCC1;BATF2;BCKDHA;BICC1;BISPR;BLCAP;BLOC1S2;BLTP3A;BMPR1A;BTC;C17orf67;C1orf21;C1S;C22orf42;C5;C5AR1;C6orf52;CACTIN;CADM1;CALD1;CAP2;CAPZA1;CARD8;CARNMT1;CASC20;CASC9;CASP4;CASP7;CAST;CBX3P2;CBX4;CCDC68;CCDC70;CCDC88A;CCL28;CCR5AS;CCT4;CD164;CD274;CD68;CDC73;CDK17;CDKN2B-AS1;CDR2;CDRT15;CEACAM1;CEBPD;CETN3;CFAP54;CFAP58-DT;CHMP5;CHN1;CHN2;CHROMR;CLDN16;CLEC12A;CLEC2A;CLEC2B;CLHC1;CMPK2;CNBD1;CNN3-DT;CNOT6L;CNP;CNPY1;CNTN4;COASY;COL27A1;COX7C;COXFA4;CPEB2;CPED1;CPVL-AS2;CREM;CSF1;CSF3R;CTNNA1;CTNND2;CUEDC1;CUL5;CWF19L1;CXCL10;CYB5B;CYP26B1;CYP2J2;CYP3A7-CYP3A51P;CYTH1;CYTIP;DAB1;DCAF10;DCLRE1C;DCP1A;DCPS;DDX3X;DDX60;DDX60L;DENND1B;DENND2B;DERA;DGLUCY;DHX15;DHX58;DIAPH3-AS1;DNAAF10;DNAAF19;DNAH14;DNAJA1;DNPEP;DPH6-DT;DRC9;DSEL-AS1;DTNB;DTX3L;DYNC1LI2-DT;EARS2;ECE1;ECHS1;EFHB;EFL1;EGLN3-AS1;EHD4;EIF2AK2;EIF2S3B;EIF4ENIF1;ELF1;ELF3;ELK4;ELOVL2-AS1;ELOVL7;ELP4;ENKUR;ENPEP;ENPP1;EPAS1;EPB41L2;EPM2A;EPRS1;EPSTI1;ERC1;ETV6;EVI5;EXT1;EXTL3;F11R;FAF1-AS1;FAM111A-DT;FANCA;FARS2;FARSB;FBXO31;FBXO6;FFAR2;FGF1;FGGY;FGL1;FILNC1;FLJ40288;FLJ42393;FLRT3;FMR1-AS1;FNDC3A;FNDC3B;FNIP2;FOXA1;FOXN2;FOXP1;FOXQ1;FTL;FTO;FUBP3;FURIN;GALM;GALP;GAPDH;GBP1;GBP1P1;GBX2;GCA;GDF15;GGPS1;GIMAP6;GLCCI1-DT;GLCE;GNAI1;GNB4;GOT1;GPAT4;GPC5-AS2;GPC6-AS2;GPD2;GPR158;GPT2;GREB1;GRIK1-AS2;GRIK2;GSDMB;GSTA2;GSTO2;GTF2I;GTPBP1;H4C3;HADHA;HAS2-AS1;HDAC9;HECTD1;HERC5-AS1;HERC6;HINT3;HIVEP2;HK2;HLMR1;HMGA1;HOXC9;HPGD;HSDL2-AS1;HSF2;HSPA9-AS1;HTATIP2;ICAM2;ICE1;ICE1-DT;IFI35;IFI44L;IFI6;IFIT1;IFIT1B;IFIT2;IFIT3;IFIT5;IFITM1;IFITM3;IGDCC3;IGF2BP2;IGSF1;IL15;IL2RA;IL6;ILRUN;INSR;INTS12;IQSEC1;IRF1;IRF2-DT;IRF9;ISG15;ISG20;ITGA2-AS2;ITPR1;JAK1;JAML;KANK3;KCNT2;KDM6A;KIAA0319L;KIAA0825;KIAA1210;KIFC3;KLRG1;KLRK1-AS1;KNL1;KPNB1;KRT24;KRT8;KYAT3;LAP3;LARGE1;LARP1;LCMT1-AS1;LGALS3BP;LHX9;LIMA1;LIMD1;LIMK2;LINC00158;LINC00299;LINC00364;LINC00367;LINC00412;LINC00470;LINC00559;LINC00562;LINC00570;LINC00838;LINC00963;LINC01013;LINC01218;LINC01265;LINC01270;LINC01285;LINC01339;LINC01428;LINC01512;LINC01629;LINC01679;LINC01774;LINC01776;LINC01887;LINC01913;LINC01974;LINC02004;LINC02068;LINC02104;LINC02159;LINC02227;LINC02342;LINC02468;LINC02532;LINC02542;LINC02608;LINC02612;LINC02625;LINC02628;LINC02639;LINC02672;LINC02755;LINC02771;LINC02828;LINC02869;LINC02888;LINC02937;LINC02971;LINC03141;LINC03154;LMTK2;LNC-LBCS;LNCATV;LOC100506207;LOC101927040;LOC101927272;LOC101927745;LOC101927942;LOC101928135;LOC101928236;LOC101928505;LOC101928565;LOC101929004;LOC101929028;LOC101929532;LOC101929609;LOC101929918;LOC102723305;LOC102723670;LOC102723834;LOC102724008;LOC102724608;LOC105369292;LOC105369370;LOC105369539;LOC105369682;LOC105369687;LOC105369842;LOC105369896;LOC105370094;LOC105370117;LOC105370124;LOC105370213;LOC105370310;LOC105370461;LOC105370507;LOC105370579;LOC105370686;LOC105370777;LOC105370780;LOC105370990;LOC105371082;LOC105371618;LOC105371664;LOC105371874;LOC105371953;LOC105372571;LOC105372652;LOC105372767;LOC105373002;LOC105373108;LOC105373222;LOC105373224;LOC105373430;LOC105373508;LOC105373554;LOC105373562;LOC105373685;LOC105373742;LOC105374150;LOC105374367;LOC105374392;LOC105374502;LOC105374524;LOC105374591;LOC105374721;LOC105374785;LOC105374928;LOC105374953;LOC105374974;LOC105375082;LOC105375172;LOC105375366;LOC105375410;LOC105375444;LOC105375472;LOC105375630;LOC105375937;LOC105375972;LOC105376086;LOC105376146;LOC105376292;LOC105376364;LOC105376455;LOC105376478;LOC105376479;LOC105377043;LOC105377067;LOC105377271;LOC105377428;LOC105377516;LOC105377869;LOC105377975;LOC105377979;LOC105378030;LOC105378068;LOC105378375;LOC105378379;LOC105378482;LOC105378842;LOC105379119;LOC107984270;LOC107984449;LOC107984551;LOC107984734;LOC107985242;LOC107985406;LOC107985435;LOC107985480;LOC107985549;LOC107985767;LOC107985969;LOC107986142;LOC107986229;LOC107986306;LOC107986366;LOC107986376;LOC107986531;LOC107986720;LOC107986777;LOC107986834;LOC107986852;LOC107986882;LOC107986976;LOC107987083;LOC107987243;LOC112268038;LOC124900186;LOC124900337;LOC124900407;LOC124900429;LOC124900558;LOC124901010;LOC124901030;LOC124901039;LOC124901220;LOC124901601;LOC124901750;LOC124901754;LOC124901757;LOC124902079;LOC124902208;LOC124902408;LOC124902477;LOC124902480;LOC124902483;LOC124902541;LOC124902552;LOC124902889;LOC124902913;LOC124903031;LOC124903467;LOC124903582;LOC124903705;LOC124903728;LOC124903911;LOC124904036;LOC124904055;LOC124904194;LOC124904265;LOC124904308;LOC124904480;LOC124904565;LOC124904625;LOC124904928;LOC124904934;LOC124905095;LOC124905976;LOC124907762;LOC124907996;LOC128031834;LRBA;LRCH1;LRMDA;LRP1B;LRRK1;LRRN1;LUZP2;LYPLAL1;LYPLAL1-AS1;MACROD2-AS1;MAD2L1BP;MAGOHB;MAK;MAN1A1;MAOA;MAP2;MAP4K3-DT;MAPKAPK5-AS1;MARCKS;MARVELD3;MAST4;MAX-AS1;MBNL1;MDS2;MEF2A;METAP1D;MFSD12;MGC27382;MICALL1;MIR122HG;MIR130A;MIR21;MIR2114;MIR2117;MIR3124;MIR3140;MIR3193;MIR3199-1;MIR3927;MIR4309;MIR4422;MIR4735;MIR4744;MIR548H2;MIR5702;MIR582;MIR924HG;MIX23;MLKL;MMAA;MOV10;MPPED2;MRPL11;MRPS18A;MT2A;MTF2;MTHFD2P1;MTX2;MX1;MX2;MYOF;NAALADL2;NAALADL2-AS1;NAB1;NADK;NAMPT;NAPA;NBAT1;NBN;NCKAP5;NCLN;NCOA2;NCOA7;NDC1;NDUFAF6;NEDD4L;NEK10;NELFCD;NEURL3;NHEG1;NHLRC3;NIBAN2;NIM1K;NKIRAS1;NLRC5;NME6;NMI;NOD2;NOS2;NOX3;NPAS3;NR1H4;NR2F2-AS1;NRP1;NRSN1;NRSN2-AS1;NSMCE2;NSUN2;NSUN6;NT5C3A;NT5E;NUB1;NUP205;NUP85;NVL;OAS1;OAS2;OAS3;OASL;OGFR;OPRM1;OPTN;OTOF;PACS1;PAF1;PAH;PARP10;PARP14;PARP15;PARP8;PATL1;PAWR;PC;PCBP1-AS1;PCGF3;PDE4D;PDE8A;PDE9A;PDK4-AS1;PDLIM1;PDLIM3;PDLIM5;PDXK;PES1;PGPEP1;PHACTR4;PHF11;PI4K2B;PI4KB;PIGL;PIK3AP1;PIK3R3;PIN4;PIP4K2A;PITPNM2;PIWIL4-AS1;PKM;PLAAT2;PLAAT3;PLAC8L1;PLAGL1;PLCE1-AS2;PLEKHA4;PLEKHF2;PLEKHG7;PLPP1;PLSCR1;PML;PNPT1;PNRC1-DT;PODXL;POLQ;POLR2E;POLR3F;POMK;POR;POU2AF2;PPFIA3;PPM1B;PPM1K-DT;PPP2R2A;PPP4R3C;PRDX4;PRKCE;PRKCH;PRKD2;PRKN;PRMT7;PROX1;PRPF40A;PSMA3;PSMB2;PSMD1;PSMD12;PSMF1;PSMG2;PTK2;PTK2B;PXDNL;PXK;PXYLP1;R3HDM2;RAB1A;RAB28;RABL2B;RAD50;RAF1;RANGAP1;RASGEF1B;RASGRP3;RBBP5;RBBP6;RBCK1;RBKS;RBM43;RBM47;RBM7;RBX1;RELL1;RELN;RERE;REXO1;RHBDD1;RHOT1;RIGI;RIPK1;RNF19B;RNF213;RNF215;RNVU1-31;RP1L1;RPL21P44;RPS2;RPS23;RPS6KC1;RRBP1;RSAD2;RTKN2;RTP4;RWDD1;SAMD12;SAMD9;SAMD9L;SAMHD1;SART3;SBF2;SCAF11;SCARB2;SCLY;SCML4;SCN3A;SEC16B;SEC61B;SECTM1;SELENOF;SELENOP;SEMA4B;SEMA4D;SERPINB9P1;SERPING1;SERTAD1;SESN1;SF3B3;SGPL1;SH3PXD2A;SHANK2;SHC1;SHFL;SHISA5;SIK3;SKAP2;SKP1;SLC12A2-DT;SLC15A3;SLC15A5;SLC18B1;SLC1A3;SLC25A13;SLC25A28;SLC35B1;SLC35D2;SLC38A11;SLC38A4-AS1;SLC43A3;SLC6A11;SLCO6A1;SLFN12;SMAD3;SMAD3-DT;SMARCA5;SMC2;SMG7-AS1;SMIM14;SMIM14-DT;SNORA74C-1;SNRNP35;SNTB1-AS2;SOCS1;SORCS2;SOX13;SOX5;SOX6;SP100;SP110;SP140L;SP2-DT;SPAAR;SPATA1;SPATS2L;SPINK1;SPRY1;SPTBN1;SQOR;SQSTM1;SSBP3;SSPN-AS1;SSU72L6;STAM-DT;STAM2;STAT1;STAT2;STAT5A;STK24;STON2;STX16-NPEPL1;STX17;STX8;STXBP6;SUCLG1;SUGCT;SUMO1P1;SUPV3L1;SZRD1P1;TACC1;TANGO6;TARBP1;TAT;TBC1D16;TBC1D31;TBCK;TBXAS1;TCAIM;TCF4;TCF7L2;TCIM;TDRD7;TENM2;TENT5A;TFPI;TGFBI;TGFBR3;TGM2;THNSL1;TIAM2;TLK2;TLR7;TLX1NB;TM2D3;TMED1;TMEM106B;TMEM123;TMEM123-DT;TMEM131L;TMEM140;TMEM143;TMEM17;TMEM277P;TMEM33-DT;TMEM37;TMEM38A;TMEM51;TMEM62;TNFAIP8L1;TNFRSF11A;TNFRSF1A;TNRC6B;TOR1AIP1;TPD52;TRABD2B;TRAFD1;TRANK1;TRAPPC4;TRIDDENT;TRIM14;TRIM21;TRIM22;TRIM25;TRIM34;TRIM44;TRIM5;TRIM56;TRIOBP;TSN;TSNAX-DISC1;TSTD2;TTC39B;TTC7A;TTC8;TTLL11;TTLL2;UBA7;UBE2I;UBE2K;UBE2L6;UNC93B1;UPF2;UPK2;UPP2;USP1;USP15;USP18;USP25;USP34;USP9X;UTRN;UXS1;VDAC2;VMP1;VNN3P;VPS13B;VPS54;VRK2;VSNL1;VTI1B;VWA8;WASHC2EP;WASL-DT;WDR70;WHAMM;WIPI1;WWOX-AS1;XAF1;XPO1;ZBTB20-AS5;ZBTB42;ZBTB44;ZC3HAV1;ZCCHC2;ZCWPW2;ZDHHC14;ZFAND2A;ZFAS1;ZIC4;ZMIZ1-AS1;ZMYM4;ZNF107;ZNF148;ZNF217;ZNF263;ZNF335;ZNF608;ZNF618;ZNF852;ZNRF1;ZWILCH"
"XPC_STAT1_STAT2",3,844,"ABCA13;ABCB5;ABLIM1;ABTB2;ADAMTS12;ADAMTS3;ADGRF1;ADGRF3;ADGRG6;ADGRL3;ADGRL4;ADO;AFDN;AFF1;AKAP13;ALDH1A1;ALOX5AP;ALPK2;ANK3;ANKRD1;ANKRD28;ANXA2;ANXA5;AOAH;APBB2;ARHGAP18;ARHGAP29-AS1;ARID1B;ARID5B;ARL15;ARMH3;ARMH4;ART4;ASAP1;ASAP1-IT2;ASCC2;ASMER1;AUTS2;AVPR1A;B4GALT1-AS1;B4GALT5;BAALC;BAIAP2L1;BANK1;BBOX1-AS1;BCAS1-AS1;BCKDHB;BCL2L13;BICC1;BIN3;BMPER;BMPR1A;BMPR1B;BPGM;BRINP2;BRIP1;BTBD3;BZW2;C11orf86;C1GALT1;C2CD3;C3orf52;C4BPB;C5orf67;CAB39;CACNA1C;CADM1;CAMK2D;CAMKMT;CASC17;CASC8;CAVIN2;CBLB;CCBE1;CCDC192;CCDC80;CCDC83;CCL20;CCN2-AS1;CCNY;CCSER1;CD36;CD58;CDH18;CDK15;CDK6;CENPF;CEP112;CEP128;CEP85L;CFAP144P2;CGNL1;CHD7;CHIC2;CHN1;CHN2;CLASP1;CLDN16;CLIC5;CLOCK;CNTN1;CNTN5;COA1;COBL;COL14A1;COL21A1;COLGALT2;COXFA4P5;CPD;CPVL-AS2;CRACD;CREB5;CRIM1;CRYGS;CSNK1G3;CTLA4;CTNNA3;CTNNBL1;CTNND2;CTSV;CXCL1;CXCL8;CYP27A1;CYRIA;CYRIB;DAB1;DAB2;DCAF5;DCT;DDX47;DENND5B;DGKB;DHFRP3;DHRS7;DHRS9;DIAPH1;DIRC3;DKK3;DLC1;DLEU1;DLG2;DNAH6;DNAH8;DNAI7;DPPA2P3;DPY19L1;DPY19L2P4;DPYD-AS1;DST;DYNC1I1;EFHB;EFHC1;EFNA5;EFR3A;EGFR;EGLN1;EHBP1;EIF2AK3;EML4-AS1;EML6;ENKUR;ENO1;ENTPD1;EPB41L5;EPHA5-AS1;EPM2A;ERC1;ERI3;ERN1;ETNK1;ETV1;ETV6;EXOC6;EXOC6B;EXT1;FAF1;FAM135B;FAM13C;FAM20B;FANCC;FASLG;FER;FER1L6-AS1;FER1L6-AS2;FETUB;FGD4;FGGY;FHOD3;FIGN;FIGNL1;FJX1;FLJ32255;FNDC3B;FOXE1;FRMD6;FRMD6-AS2;FRYL;FTO;GADL1;GALC;GALNT10;GALNT2;GALNT5;GAP43;GCLC;GDNF-AS1;GDPD4;GLI3;GLS;GNAS;GNAT3;GNAZ;GPAM;GPR39;GPRC5A;GRHL2;GRIK1-AS1;GS1-204I12.4;GSDMC;GSDME;GXYLT1;H1-2;H2AC11;H4C2;HAAO;HAS2-AS1;HCN1;HDAC9;HHLA1;HMGA2-AS1;HMGXB3;HPX;HSD17B12;IFI44L;IGF2BP2;IL12RB2;IL18;IL1RL2;INKILN;IPMK;IRAG2;ITGA6-AS1;ITGB3;ITGB8-AS1;ITK;ITPR2;IWS1;JAK1;JAKMIP3;JMJD1C;JUN;KALRN;KAT2B;KCNH7;KCNK10-AS1;KCNMA1;KCNS1;KHDRBS3;KIAA1671;KIF13B;KLF7;KLRK1;L3HYPDH;LAMA2;LARGE1;LARP6;LAYN;LDLRAD3;LEISA1;LEPROT;LGR5;LHFPL2;LIMCH1;LIMS1;LINC00326;LINC00578;LINC00603;LINC00604;LINC00640;LINC00824;LINC00844;LINC00861;LINC00862;LINC00882;LINC00911;LINC00964;LINC00973;LINC01010;LINC01033;LINC01121;LINC01122;LINC01151;LINC01208;LINC01214;LINC01376;LINC01426;LINC01428;LINC01483;LINC01515;LINC01564;LINC01580;LINC01608;LINC01697;LINC01787;LINC01808;LINC01889;LINC01968;LINC01985;LINC02013;LINC02015;LINC02038;LINC02055;LINC02057;LINC02100;LINC02103;LINC02284;LINC02310;LINC02331;LINC02450;LINC02615;LINC02631;LINC02641;LINC02655;LINC02748;LINC02755;LINC02760;LINC02831;LINC02843;LINC02855;LINC02864;LINC02866;LINC02871;LINC02877;LINC02881;LINC02889;LINC02955;LINC02964;LINC02977;LINC02987;LINC03134;LINC03177;LINC03210;LINC03216;LOC100126584;LOC100128317;LOC100506236;LOC100506444;LOC100506446;LOC101926889;LOC101926923;LOC101927213;LOC101927421;LOC101927609;LOC101927711;LOC101927745;LOC101927764;LOC101927845;LOC101928535;LOC101928565;LOC101928570;LOC101928735;LOC101928850;LOC101928868;LOC101928923;LOC101929413;LOC101929431;LOC101929470;LOC102723370;LOC102723635;LOC102724008;LOC102724479;LOC105369617;LOC105369687;LOC105370504;LOC105370505;LOC105370528;LOC105370546;LOC105370777;LOC105370847;LOC105370854;LOC105370918;LOC105370954;LOC105371311;LOC105371357;LOC105371664;LOC105371874;LOC105371882;LOC105372146;LOC105372666;LOC105372668;LOC105372768;LOC105372980;LOC105373215;LOC105373438;LOC105373508;LOC105373576;LOC105373627;LOC105373636;LOC105373689;LOC105373744;LOC105373760;LOC105373914;LOC105374018;LOC105374020;LOC105374036;LOC105374141;LOC105374243;LOC105374283;LOC105374391;LOC105374502;LOC105374600;LOC105374776;LOC105374940;LOC105375081;LOC105375207;LOC105375218;LOC105375264;LOC105375630;LOC105375716;LOC105375721;LOC105375731;LOC105375733;LOC105375738;LOC105375771;LOC105375821;LOC105375912;LOC105375924;LOC105375925;LOC105375931;LOC105376080;LOC105376106;LOC105376107;LOC105376126;LOC105376142;LOC105376449;LOC105376558;LOC105376863;LOC105377043;LOC105377067;LOC105377273;LOC105377378;LOC105377891;LOC105377979;LOC105378314;LOC105378316;LOC105378771;LOC105378772;LOC105378927;LOC105378935;LOC105378998;LOC105379035;LOC105379119;LOC105379126;LOC105379130;LOC105379362;LOC105379364;LOC107983995;LOC107984197;LOC107984214;LOC107984249;LOC107984254;LOC107984709;LOC107985244;LOC107985792;LOC107985833;LOC107986054;LOC107986112;LOC107986116;LOC107986306;LOC107986380;LOC107986391;LOC107986525;LOC107986770;LOC107986772;LOC107986787;LOC107986882;LOC107986901;LOC107987085;LOC112268009;LOC112268015;LOC124900196;LOC124900264;LOC124900300;LOC124900327;LOC124900517;LOC124900783;LOC124901056;LOC124901177;LOC124901499;LOC124901508;LOC124901626;LOC124901932;LOC124901936;LOC124902007;LOC124902008;LOC124902010;LOC124902013;LOC124902020;LOC124902027;LOC124902064;LOC124902073;LOC124902419;LOC124902436;LOC124902438;LOC124902462;LOC124902477;LOC124902654;LOC124902736;LOC124902864;LOC124903079;LOC124903356;LOC124903843;LOC124904186;LOC124904262;LOC124904539;LOC124904613;LOC124904689;LOC124904808;LOC124904933;LOC124904960;LOC124905959;LOC124905977;LOC124906051;LOC124906230;LOC124906265;LOC124906267;LOC124906301;LOC124906712;LOC124907753;LOC124907761;LOC124907987;LOC124909359;LOC124909403;LOC153910;LOC401478;LOC646736;LOLI1;LPP;LRMDA;LRP1B;LRRC17;LRRC77P;LSAMP;LTBP1;MACF1;MACROD2-AS1;MAGI3;MAL2;MALT1;MANBAL;MAP3K13;MAP3K3;MAP3K4;MAP3K9;MAP4K3-DT;MARCO;MAST2;MAST4;MCFD2;MED13;MEF2A;METTL8;MGC27382;MIR1208;MIR1260B;MIR1269A;MIR137HG;MIR21;MIR30B;MIR3126;MIR3681HG;MIR3921;MIR4263;MIR4422;MIR4774;MIR4785;MIR5006;MIR5702;MIR606;MIR6124;MIR620;MIR7978;MIR8067;MLIP-AS1;MMADHC-DT;MMD;MOB3B;MPP7;MRPL13;MRPS28;MSRB3;MSRB3-AS1;MTHFD2L;MTREX;MYO1E;MYO3B-AS1;MYOSLID-AS1;NAA30;NAV2;NBAS;NCK2;NCKAP1;NEDD4L;NFE4;NFIA;NFYC;NLN;NME7;NNMT;NOP58;NOTCH2;NPSR1-AS1;NRG3;NRP1;NRXN1-DT;NSMCE2;NT5C2;NXPE3;NXPH1;OSBPL3;OSBPL6;OSMR;OXCT1;PAG1;PAK1;PAPSS1;PAQR8;PAQR9-AS1;PARD3;PARD3-DT;PARD3B;PARP9;PBX1;PCAT1;PCDH15;PCDH7;PCNX2;PCNX4;PCOLCE2;PCSK5;PDE1A;PDE3A;PDE4D;PDZD2;PGCKA1;PHACTR4;PHLDB2;PIK3R1;PIP4K2A;PKIB;PLA2G7;PLCXD2;PMAIP1;POLA2;POU6F2;PPARG;PPM1H;PRCP;PRDX6-AS1;PRKCA-AS1;PRKCE;PRKCH;PRKG1;PRLR;PRRC2B;PRTFDC1;PRUNE2;PSD3;PTCSC2;PTGER4;PTHLH;PTK2;PTP4A1;PTPN14;PVT1;PYDC2-AS1;RAC1;RAD21;RAD51B;RAI14;RAPGEF5;RAPGEF6;RASA2;RASSF6;RB1CC1;RBFOX1;RBM20;RC3H1-DT;RCAN2;RDUR;RELL1;RERE;RFK;RGS20;RGS22;RGS9;RIGI;RIN2;RND3;RNF145;RNF19A;RNF43;RNU12;RNU5B-1;RNVU1-6;ROR1;RPA3;RPH3A;RPL39L;RPS6KC1;RPTOR;RREB1;RTKN2;RUNX1;SAMD12;SAMD12-AS1;SAMD4A-AS1;SASH1;SCFD2-AS2;SCHIP1;SCN11A;SEMA3C;SEMA6A-AS2;SERGEF;SETD5;SGCE;SGMS1;SGPL1;SH3BP4;SH3RF2;SHISA9;SHROOM3;SIPA1L1;SIRLNT;SLC1A3;SLC2A1-DT;SLC30A10;SLC44A3-AS1;SLC4A4;SLC4A7;SLX4IP;SMIM3;SNAP25;SNTB1;SNX18;SORT1;SOX5;SPATS2L;SPIDR;SPIRE1;SPRED2;SRRM1;SSPN;SSPN-AS1;ST3GAL1;ST3GAL3;STARD3NL;STARD4-AS1;STEAP1B-AS1;STK3;STX11;STX3;STXBP5-AS1;SUGCT-AS1;SUSD6;SYBU;SYT16;TACSTD2;TAF2;TANK;TARID;TBC1D5;TBC1D8;TBX15;TCP11;TENM2;TG;TGFB2-AS1;TGFBR2;THADA;THNSL1;THRB;THSD7A;THUMPD2;TIAM2;TLE1-DT;TLN2;TM4SF18-AS1;TMC1;TMEM178A;TMEM72-AS1;TMSB10;TMX2-CTNND1;TNC;TNFRSF11B;TNIK;TNRC6A;TNRC6B;TNRC6C;TNS3;TP63;TRAPPC9;TRIM42;TRIM44;TRIM9;TRIO;TRPM3;TRPM8;TSPAN14;TTC28;TTC32;TTLL5;TXNRD3;UACA;ULK4;UMAD1;UPB1;UPP1;URI1;UST-AS2;UVRAG;VAV3;VPS13B;VPS13C;VPS13D;VPS8;WDFY3;WDPCP;WDR70;XDH;XPA;YAP1;YBX3;ZBED2;ZBED3-AS1;ZBTB20;ZBTB20-AS1;ZBTB20-AS5;ZCCHC2;ZEB2;ZFAT;ZHX2;ZNF252P;ZSWIM6-DT"
"STAT1_STAT2_ELK1",3,187,"ACTB;ACYP2;ADAM17;ALYREF;ANKRD31-DT;APBB3;APMAP;ARHGAP1;ARPC3;ARPC4-TTLL3;ARPC5L;ASB1;AURKAIP1;B3GALT9;B4GALT1-AS1;BIN3;BTAF1;CAP1;CDH23;CDK9;CHCT1;CLN5;CNBD2;COPA;COPS8-DT;CYP24A1;CYREN;DAPK3;DDX5;DLGAP1-AS2;DNAAF5;DNAJC7;DNASE1;DPP8;DUSP5;EARS2;EGR1;EMC3-AS1;ERCC1;ERVK3-1;EXOC2;EXOSC4;FAM174B;FAM228B;FAM32A;FBXO22;FKBP2;FOS;FOSB;FZD1;GARS1;GNGT2;GOLGA3;GSPT1;HCN2;HEXA;HEXIM2-AS2;HID1;HOMER1;HOOK2;HSP90AA1;IER2;IFNGR2;IFT81;ING4;IRF3;ITGB5;JUNB;KCTD15;KRABD2;LCMT1-AS1;LDAH;LIMA1;LINC01011;LINC01220;LINC02577;LINC02855;LINC03134;LOC101929432;LOC105371399;LOC105375782;LOC107985203;LOC107987095;LOC124901078;LOC124901363;LOC124902139;LOC124902953;LOC124903063;LOC124903490;LOC124904208;LOC124905248;LRP3;LYSMD1;MAILR;MAPK8IP3;MCM7;MCRIP1;MDH2;MED9;MEGF8;METTL9;MIDEAS;MINCR;MIR1260B;MIR1288;MIR4472-2;MIR5001;MIR6088;MKRN3;MLF2;MRPS23;NCOA7;NDUFS5;NFX1;NR1H2;NR4A1;NRAS;NTMT1;NUP35;ODF2;PAIP2;PFDN1;PGS1;PHOSPHO2-KLHL23;PIDD1;PMS2CL;POM121C;POMP;POP4;PSMD12;PSMG3-AS1;PTER;PYM1;RAB11B-AS1;RAB40C;RBSN;RPL32;RPS16;RPS19;SERTAD1;SHC1;SLC25A10;SLC30A5;SLC39A13;SLC75A1;SNRPB;SNRPB2;SNRPE;SPATA33;SPG11;SREK1;SRXN1;STAM2;STOML2;STUB1;STX16-NPEPL1;SURF6;TK2;TMEM185B;TMEM222;TMEM230;TNPO3;TOMM20;TSC1;TSSC4;TTC23L;TTI1;TUT7;U2AF2;UBE2F-SCLY;UBE2V2;UGGT1;VDAC1;VPS51;WASHC4;WDR1;WDR45B;ZBTB45;ZNF165;ZNF593;ZNF606-AS1;ZNF629;ZNF687-AS1;ZNF696;ZNF766;ZNF780A;ZNF787"
