"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006721","terpenoid metabolic process","2/4","112/18842",0.0178571428571429,84.1160714285714,12.8555216605657,0.000208484872158348,0.00272121572733801,0.000911411966094072,"GGPS1/RDH14",2
"GO:0006720","isoprenoid metabolic process","2/4","122/18842",0.0163934426229508,77.2213114754098,12.3074472865135,0.000247383247939819,0.00272121572733801,0.000911411966094072,"GGPS1/RDH14",2
"GO:0045337","farnesyl diphosphate biosynthetic process","1/4","10/18842",0.1,471.05,21.6650855571441,0.00212139620070229,0.0139989854517468,0.00468865541446066,"GGPS1",1
"GO:0045338","farnesyl diphosphate metabolic process","1/4","12/18842",0.0833333333333333,392.541666666667,19.7700615921186,0.00254527008213579,0.0139989854517468,0.00468865541446066,"GGPS1",1
"GO:0016114","terpenoid biosynthetic process","1/4","25/18842",0.04,188.42,13.6639202819807,0.00529715968593802,0.0233075026181273,0.00780634058980341,"GGPS1",1
"GO:0008299","isoprenoid biosynthetic process","1/4","31/18842",0.032258064516129,151.951612903226,12.2568038829105,0.00656534026009847,0.0240729142870277,0.00806269856503321,"GGPS1",1
"GO:0042572","retinol metabolic process","1/4","54/18842",0.0185185185185185,87.2314814814815,9.24670549715508,0.0114154685984316,0.0358771870236421,0.0120162827351911,"RDH14",1
"GO:0001523","retinoid metabolic process","1/4","89/18842",0.0112359550561798,52.9269662921348,7.15512378284226,0.0187619963083325,0.0479086289363559,0.0160459522753345,"RDH14",1
"GO:0016101","diterpenoid metabolic process","1/4","93/18842",0.010752688172043,50.6505376344086,6.99424674596991,0.0195989845648729,0.0479086289363559,0.0160459522753345,"RDH14",1
"GO:0034308","primary alcohol metabolic process","1/4","106/18842",0.00943396226415094,44.438679245283,6.5351518007818,0.0223154987846768,0.0490940973262889,0.0164429991044987,"RDH14",1
