código;study;sample_acc;experiment_acc;submission_acc;submission_center;submission_lab;study_title;study_abstract;study_description;experiment_title;design_description;sample_description;library_name;library_strategy;library_source;library_selection;library_layout;paired_nominal_length;paired_nominal_stdev;library_construction_protocol;platform_model;sample_attributes;experiment_attributes;spot_length;sample_name;amostra;tratamento;replicada biológica;sample_bases;sample_spots;run_published;size;run_total_bases;run_total_spots;num_reads;num_spots;read_info;run_alias;run_center_name;run_broker_name;run_center
SRR5808301;SRP111173;SRS2339258;SRX2986895;SRA584316;GEO;;Transcriptional Consequences of XPA Disruption in Human Cell Lines;Purpose: Nucleotide excision repair (NER) in mammalian cells requires the xeroderma pigmentosum group A protein (XPA) as a core factor. Remarkably, XPA and other NER proteins have been detected by chromatin immunoprecipitation at some active promoters, and NER deficiency is reported to influence the activated transcription of selected genes. However, the global influence of XPA on transcription in human cells has not been determined. Methods: We analyzed the human transcriptome by RNA sequencing (RNA-Seq). Four genetically matched human cell line pairs deficient or proficient in XPA were analyzed Results: Of the ~14,000 genes transcribed in each cell line, 325 genes (2%) had a significant XPA-dependent directional change in gene expression that was common to all four pairs (with a false discovery rate of 0.05). These genes were enriched in pathways for the maintenance of mitochondria. Only 27 genes were different by more than 1.5-fold. The most significant hits were AKR1C1 and AKR1C2, involved in steroid hormone metabolism. AKR1C2  protein was lower in all of the immortalized XPA-deficient cells. Retinoic acid treatment led to modest XPA-dependent activation of some genes with transcription-related functions. Conclusions: We conclude that XPA status does not globally influence human gene transcription. However, XPA significantly influences expression of a small subset of genes important for mitochondrial functions and steroid hormone metabolism. The results may help explain defects in neurological function and sterility in individuals with xeroderma pigmentosum. Overall design: Eight cell lines were used as follows. For HeLa-derived cells, HeLa S3 (XPA+, two cultures), HeLa KO38 (XPA-), and HeLa KO142 (XPA-), XPA2OS (XPA-). A fibroblast cell pair was XP2OS (XPA-) and an XPA complemented clone XPA/XPA2OS (XPA+). A second fibroblast cell pair was XP12RO (XPA-) and an XPA complemented clone XPA/XPA12RO (XPA+). Each culture was treated with a DMSO control or with retinoic acid in DMSO. Independent cultures and libraries were prepared and analyzed in triplicate, for a total of 48 samples.;;"GSM2695290: HeLa_WT_DMSO2; Homo sapiens; RNA-Seq";;;;RNA-Seq;TRANSCRIPTOMIC;cDNA;paired;;;HeLa cells were pelleted by centrifugation. The fibroblast cells were harvested with a cell scraper, centrifuged (1500 rpm = 485 x g, for 5 min at 4 ºC) and washed once with PBS. The pellets were quick-frozen and stored at -80 ºC. RNA was extracted from pellets using a QIAGEN RNA isolation kit for a qPCR assay. Libraries were prepared using the Illumina TruSeq stranded mRNA kit according to the manufacturer’s protocol, except that eight PCR amplification cycles were used. ;Illumina HiSeq 2000;"retionoic acid treatment;;none|source_name;;cervical cancer HeLa S3|xpa function;;active";"GEO Accession;;GSM2695290";;GSM2695290;HeLa_WT;DMSO;2;5492633100;36617554;2017-07-09 11:08:16;3670810108;5492633100;36617554;2;36617554;index:0,count:36617554,average:75,stdev:0|index:1,count:36617554,average:75,stdev:0;GSM2695290_r1;;;
SRR5808302;SRP111173;SRS2339259;SRX2986896;SRA584316;GEO;;Transcriptional Consequences of XPA Disruption in Human Cell Lines;Purpose: Nucleotide excision repair (NER) in mammalian cells requires the xeroderma pigmentosum group A protein (XPA) as a core factor. Remarkably, XPA and other NER proteins have been detected by chromatin immunoprecipitation at some active promoters, and NER deficiency is reported to influence the activated transcription of selected genes. However, the global influence of XPA on transcription in human cells has not been determined. Methods: We analyzed the human transcriptome by RNA sequencing (RNA-Seq). Four genetically matched human cell line pairs deficient or proficient in XPA were analyzed Results: Of the ~14,000 genes transcribed in each cell line, 325 genes (2%) had a significant XPA-dependent directional change in gene expression that was common to all four pairs (with a false discovery rate of 0.05). These genes were enriched in pathways for the maintenance of mitochondria. Only 27 genes were different by more than 1.5-fold. The most significant hits were AKR1C1 and AKR1C2, involved in steroid hormone metabolism. AKR1C2  protein was lower in all of the immortalized XPA-deficient cells. Retinoic acid treatment led to modest XPA-dependent activation of some genes with transcription-related functions. Conclusions: We conclude that XPA status does not globally influence human gene transcription. However, XPA significantly influences expression of a small subset of genes important for mitochondrial functions and steroid hormone metabolism. The results may help explain defects in neurological function and sterility in individuals with xeroderma pigmentosum. Overall design: Eight cell lines were used as follows. For HeLa-derived cells, HeLa S3 (XPA+, two cultures), HeLa KO38 (XPA-), and HeLa KO142 (XPA-), XPA2OS (XPA-). A fibroblast cell pair was XP2OS (XPA-) and an XPA complemented clone XPA/XPA2OS (XPA+). A second fibroblast cell pair was XP12RO (XPA-) and an XPA complemented clone XPA/XPA12RO (XPA+). Each culture was treated with a DMSO control or with retinoic acid in DMSO. Independent cultures and libraries were prepared and analyzed in triplicate, for a total of 48 samples.;;"GSM2695291: HeLa_WT_DMSO3; Homo sapiens; RNA-Seq";;;;RNA-Seq;TRANSCRIPTOMIC;cDNA;paired;;;HeLa cells were pelleted by centrifugation. The fibroblast cells were harvested with a cell scraper, centrifuged (1500 rpm = 485 x g, for 5 min at 4 ºC) and washed once with PBS. The pellets were quick-frozen and stored at -80 ºC. RNA was extracted from pellets using a QIAGEN RNA isolation kit for a qPCR assay. Libraries were prepared using the Illumina TruSeq stranded mRNA kit according to the manufacturer’s protocol, except that eight PCR amplification cycles were used. ;Illumina HiSeq 2000;"retionoic acid treatment;;none|source_name;;cervical cancer HeLa S3|xpa function;;active";"GEO Accession;;GSM2695291";;GSM2695291;HeLa_WT;DMSO;3;6012816450;40085443;2017-07-09 11:08:16;4053960613;6012816450;40085443;2;40085443;index:0,count:40085443,average:75,stdev:0|index:1,count:40085443,average:75,stdev:0;GSM2695291_r1;;;
SRR5808303;SRP111173;SRS2339260;SRX2986897;SRA584316;GEO;;Transcriptional Consequences of XPA Disruption in Human Cell Lines;Purpose: Nucleotide excision repair (NER) in mammalian cells requires the xeroderma pigmentosum group A protein (XPA) as a core factor. Remarkably, XPA and other NER proteins have been detected by chromatin immunoprecipitation at some active promoters, and NER deficiency is reported to influence the activated transcription of selected genes. However, the global influence of XPA on transcription in human cells has not been determined. Methods: We analyzed the human transcriptome by RNA sequencing (RNA-Seq). Four genetically matched human cell line pairs deficient or proficient in XPA were analyzed Results: Of the ~14,000 genes transcribed in each cell line, 325 genes (2%) had a significant XPA-dependent directional change in gene expression that was common to all four pairs (with a false discovery rate of 0.05). These genes were enriched in pathways for the maintenance of mitochondria. Only 27 genes were different by more than 1.5-fold. The most significant hits were AKR1C1 and AKR1C2, involved in steroid hormone metabolism. AKR1C2  protein was lower in all of the immortalized XPA-deficient cells. Retinoic acid treatment led to modest XPA-dependent activation of some genes with transcription-related functions. Conclusions: We conclude that XPA status does not globally influence human gene transcription. However, XPA significantly influences expression of a small subset of genes important for mitochondrial functions and steroid hormone metabolism. The results may help explain defects in neurological function and sterility in individuals with xeroderma pigmentosum. Overall design: Eight cell lines were used as follows. For HeLa-derived cells, HeLa S3 (XPA+, two cultures), HeLa KO38 (XPA-), and HeLa KO142 (XPA-), XPA2OS (XPA-). A fibroblast cell pair was XP2OS (XPA-) and an XPA complemented clone XPA/XPA2OS (XPA+). A second fibroblast cell pair was XP12RO (XPA-) and an XPA complemented clone XPA/XPA12RO (XPA+). Each culture was treated with a DMSO control or with retinoic acid in DMSO. Independent cultures and libraries were prepared and analyzed in triplicate, for a total of 48 samples.;;"GSM2695292: HeLa_WT_RA1; Homo sapiens; RNA-Seq";;;;RNA-Seq;TRANSCRIPTOMIC;cDNA;paired;;;HeLa cells were pelleted by centrifugation. The fibroblast cells were harvested with a cell scraper, centrifuged (1500 rpm = 485 x g, for 5 min at 4 ºC) and washed once with PBS. The pellets were quick-frozen and stored at -80 ºC. RNA was extracted from pellets using a QIAGEN RNA isolation kit for a qPCR assay. Libraries were prepared using the Illumina TruSeq stranded mRNA kit according to the manufacturer’s protocol, except that eight PCR amplification cycles were used. ;Illumina HiSeq 2000;"retionoic acid treatment;;1 micromolar, 7 hr|source_name;;cervical cancer HeLa S3|xpa function;;active";"GEO Accession;;GSM2695292";;GSM2695292;HeLa_WT;RA;1;5954988000;39699920;2017-07-09 11:08:16;3990266135;5954988000;39699920;2;39699920;index:0,count:39699920,average:75,stdev:0|index:1,count:39699920,average:75,stdev:0;GSM2695292_r1;;;
SRR5808304;SRP111173;SRS2339261;SRX2986898;SRA584316;GEO;;Transcriptional Consequences of XPA Disruption in Human Cell Lines;Purpose: Nucleotide excision repair (NER) in mammalian cells requires the xeroderma pigmentosum group A protein (XPA) as a core factor. Remarkably, XPA and other NER proteins have been detected by chromatin immunoprecipitation at some active promoters, and NER deficiency is reported to influence the activated transcription of selected genes. However, the global influence of XPA on transcription in human cells has not been determined. Methods: We analyzed the human transcriptome by RNA sequencing (RNA-Seq). Four genetically matched human cell line pairs deficient or proficient in XPA were analyzed Results: Of the ~14,000 genes transcribed in each cell line, 325 genes (2%) had a significant XPA-dependent directional change in gene expression that was common to all four pairs (with a false discovery rate of 0.05). These genes were enriched in pathways for the maintenance of mitochondria. Only 27 genes were different by more than 1.5-fold. The most significant hits were AKR1C1 and AKR1C2, involved in steroid hormone metabolism. AKR1C2  protein was lower in all of the immortalized XPA-deficient cells. Retinoic acid treatment led to modest XPA-dependent activation of some genes with transcription-related functions. Conclusions: We conclude that XPA status does not globally influence human gene transcription. However, XPA significantly influences expression of a small subset of genes important for mitochondrial functions and steroid hormone metabolism. The results may help explain defects in neurological function and sterility in individuals with xeroderma pigmentosum. Overall design: Eight cell lines were used as follows. For HeLa-derived cells, HeLa S3 (XPA+, two cultures), HeLa KO38 (XPA-), and HeLa KO142 (XPA-), XPA2OS (XPA-). A fibroblast cell pair was XP2OS (XPA-) and an XPA complemented clone XPA/XPA2OS (XPA+). A second fibroblast cell pair was XP12RO (XPA-) and an XPA complemented clone XPA/XPA12RO (XPA+). Each culture was treated with a DMSO control or with retinoic acid in DMSO. Independent cultures and libraries were prepared and analyzed in triplicate, for a total of 48 samples.;;"GSM2695293: HeLa_WT_RA2; Homo sapiens; RNA-Seq";;;;RNA-Seq;TRANSCRIPTOMIC;cDNA;paired;;;HeLa cells were pelleted by centrifugation. The fibroblast cells were harvested with a cell scraper, centrifuged (1500 rpm = 485 x g, for 5 min at 4 ºC) and washed once with PBS. The pellets were quick-frozen and stored at -80 ºC. RNA was extracted from pellets using a QIAGEN RNA isolation kit for a qPCR assay. Libraries were prepared using the Illumina TruSeq stranded mRNA kit according to the manufacturer’s protocol, except that eight PCR amplification cycles were used. ;Illumina HiSeq 2000;"retionoic acid treatment;;1 micromolar, 7 hr|source_name;;cervical cancer HeLa S3|xpa function;;active";"GEO Accession;;GSM2695293";;GSM2695293;HeLa_WT;RA;2;5189720400;34598136;2017-07-09 11:08:16;3473495754;5189720400;34598136;2;34598136;index:0,count:34598136,average:75,stdev:0|index:1,count:34598136,average:75,stdev:0;GSM2695293_r1;;;
SRR5808305;SRP111173;SRS2339262;SRX2986899;SRA584316;GEO;;Transcriptional Consequences of XPA Disruption in Human Cell Lines;Purpose: Nucleotide excision repair (NER) in mammalian cells requires the xeroderma pigmentosum group A protein (XPA) as a core factor. Remarkably, XPA and other NER proteins have been detected by chromatin immunoprecipitation at some active promoters, and NER deficiency is reported to influence the activated transcription of selected genes. However, the global influence of XPA on transcription in human cells has not been determined. Methods: We analyzed the human transcriptome by RNA sequencing (RNA-Seq). Four genetically matched human cell line pairs deficient or proficient in XPA were analyzed Results: Of the ~14,000 genes transcribed in each cell line, 325 genes (2%) had a significant XPA-dependent directional change in gene expression that was common to all four pairs (with a false discovery rate of 0.05). These genes were enriched in pathways for the maintenance of mitochondria. Only 27 genes were different by more than 1.5-fold. The most significant hits were AKR1C1 and AKR1C2, involved in steroid hormone metabolism. AKR1C2  protein was lower in all of the immortalized XPA-deficient cells. Retinoic acid treatment led to modest XPA-dependent activation of some genes with transcription-related functions. Conclusions: We conclude that XPA status does not globally influence human gene transcription. However, XPA significantly influences expression of a small subset of genes important for mitochondrial functions and steroid hormone metabolism. The results may help explain defects in neurological function and sterility in individuals with xeroderma pigmentosum. Overall design: Eight cell lines were used as follows. For HeLa-derived cells, HeLa S3 (XPA+, two cultures), HeLa KO38 (XPA-), and HeLa KO142 (XPA-), XPA2OS (XPA-). A fibroblast cell pair was XP2OS (XPA-) and an XPA complemented clone XPA/XPA2OS (XPA+). A second fibroblast cell pair was XP12RO (XPA-) and an XPA complemented clone XPA/XPA12RO (XPA+). Each culture was treated with a DMSO control or with retinoic acid in DMSO. Independent cultures and libraries were prepared and analyzed in triplicate, for a total of 48 samples.;;"GSM2695294: HeLa_WT_RA3; Homo sapiens; RNA-Seq";;;;RNA-Seq;TRANSCRIPTOMIC;cDNA;paired;;;HeLa cells were pelleted by centrifugation. The fibroblast cells were harvested with a cell scraper, centrifuged (1500 rpm = 485 x g, for 5 min at 4 ºC) and washed once with PBS. The pellets were quick-frozen and stored at -80 ºC. RNA was extracted from pellets using a QIAGEN RNA isolation kit for a qPCR assay. Libraries were prepared using the Illumina TruSeq stranded mRNA kit according to the manufacturer’s protocol, except that eight PCR amplification cycles were used. ;Illumina HiSeq 2000;"retionoic acid treatment;;1 micromolar, 7 hr|source_name;;cervical cancer HeLa S3|xpa function;;active";"GEO Accession;;GSM2695294";;GSM2695294;HeLa_WT;RA;3;5193392850;34622619;2017-07-09 11:08:16;3496486486;5193392850;34622619;2;34622619;index:0,count:34622619,average:75,stdev:0|index:1,count:34622619,average:75,stdev:0;GSM2695294_r1;;;
SRR5808306;SRP111173;SRS2339263;SRX2986900;SRA584316;GEO;;Transcriptional Consequences of XPA Disruption in Human Cell Lines;Purpose: Nucleotide excision repair (NER) in mammalian cells requires the xeroderma pigmentosum group A protein (XPA) as a core factor. Remarkably, XPA and other NER proteins have been detected by chromatin immunoprecipitation at some active promoters, and NER deficiency is reported to influence the activated transcription of selected genes. However, the global influence of XPA on transcription in human cells has not been determined. Methods: We analyzed the human transcriptome by RNA sequencing (RNA-Seq). Four genetically matched human cell line pairs deficient or proficient in XPA were analyzed Results: Of the ~14,000 genes transcribed in each cell line, 325 genes (2%) had a significant XPA-dependent directional change in gene expression that was common to all four pairs (with a false discovery rate of 0.05). These genes were enriched in pathways for the maintenance of mitochondria. Only 27 genes were different by more than 1.5-fold. The most significant hits were AKR1C1 and AKR1C2, involved in steroid hormone metabolism. AKR1C2  protein was lower in all of the immortalized XPA-deficient cells. Retinoic acid treatment led to modest XPA-dependent activation of some genes with transcription-related functions. Conclusions: We conclude that XPA status does not globally influence human gene transcription. However, XPA significantly influences expression of a small subset of genes important for mitochondrial functions and steroid hormone metabolism. The results may help explain defects in neurological function and sterility in individuals with xeroderma pigmentosum. Overall design: Eight cell lines were used as follows. For HeLa-derived cells, HeLa S3 (XPA+, two cultures), HeLa KO38 (XPA-), and HeLa KO142 (XPA-), XPA2OS (XPA-). A fibroblast cell pair was XP2OS (XPA-) and an XPA complemented clone XPA/XPA2OS (XPA+). A second fibroblast cell pair was XP12RO (XPA-) and an XPA complemented clone XPA/XPA12RO (XPA+). Each culture was treated with a DMSO control or with retinoic acid in DMSO. Independent cultures and libraries were prepared and analyzed in triplicate, for a total of 48 samples.;;"GSM2695295: HeLa_KO38_DMSO1; Homo sapiens; RNA-Seq";;;;RNA-Seq;TRANSCRIPTOMIC;cDNA;paired;;;HeLa cells were pelleted by centrifugation. The fibroblast cells were harvested with a cell scraper, centrifuged (1500 rpm = 485 x g, for 5 min at 4 ºC) and washed once with PBS. The pellets were quick-frozen and stored at -80 ºC. RNA was extracted from pellets using a QIAGEN RNA isolation kit for a qPCR assay. Libraries were prepared using the Illumina TruSeq stranded mRNA kit according to the manufacturer’s protocol, except that eight PCR amplification cycles were used. ;Illumina HiSeq 2000;"retionoic acid treatment;;none|source_name;;cervical cancer HeLa S3|xpa function;;inactive";"GEO Accession;;GSM2695295";;GSM2695295;HeLa_KO38;DMSO;1;5555382150;37035881;2017-07-09 11:08:16;3688407213;5555382150;37035881;2;37035881;index:0,count:37035881,average:75,stdev:0|index:1,count:37035881,average:75,stdev:0;GSM2695295_r1;;;
SRR5808307;SRP111173;SRS2339264;SRX2986901;SRA584316;GEO;;Transcriptional Consequences of XPA Disruption in Human Cell Lines;Purpose: Nucleotide excision repair (NER) in mammalian cells requires the xeroderma pigmentosum group A protein (XPA) as a core factor. Remarkably, XPA and other NER proteins have been detected by chromatin immunoprecipitation at some active promoters, and NER deficiency is reported to influence the activated transcription of selected genes. However, the global influence of XPA on transcription in human cells has not been determined. Methods: We analyzed the human transcriptome by RNA sequencing (RNA-Seq). Four genetically matched human cell line pairs deficient or proficient in XPA were analyzed Results: Of the ~14,000 genes transcribed in each cell line, 325 genes (2%) had a significant XPA-dependent directional change in gene expression that was common to all four pairs (with a false discovery rate of 0.05). These genes were enriched in pathways for the maintenance of mitochondria. Only 27 genes were different by more than 1.5-fold. The most significant hits were AKR1C1 and AKR1C2, involved in steroid hormone metabolism. AKR1C2  protein was lower in all of the immortalized XPA-deficient cells. Retinoic acid treatment led to modest XPA-dependent activation of some genes with transcription-related functions. Conclusions: We conclude that XPA status does not globally influence human gene transcription. However, XPA significantly influences expression of a small subset of genes important for mitochondrial functions and steroid hormone metabolism. The results may help explain defects in neurological function and sterility in individuals with xeroderma pigmentosum. Overall design: Eight cell lines were used as follows. For HeLa-derived cells, HeLa S3 (XPA+, two cultures), HeLa KO38 (XPA-), and HeLa KO142 (XPA-), XPA2OS (XPA-). A fibroblast cell pair was XP2OS (XPA-) and an XPA complemented clone XPA/XPA2OS (XPA+). A second fibroblast cell pair was XP12RO (XPA-) and an XPA complemented clone XPA/XPA12RO (XPA+). Each culture was treated with a DMSO control or with retinoic acid in DMSO. Independent cultures and libraries were prepared and analyzed in triplicate, for a total of 48 samples.;;"GSM2695296: HeLa_KO38_DMSO2; Homo sapiens; RNA-Seq";;;;RNA-Seq;TRANSCRIPTOMIC;cDNA;paired;;;HeLa cells were pelleted by centrifugation. The fibroblast cells were harvested with a cell scraper, centrifuged (1500 rpm = 485 x g, for 5 min at 4 ºC) and washed once with PBS. The pellets were quick-frozen and stored at -80 ºC. RNA was extracted from pellets using a QIAGEN RNA isolation kit for a qPCR assay. Libraries were prepared using the Illumina TruSeq stranded mRNA kit according to the manufacturer’s protocol, except that eight PCR amplification cycles were used. ;Illumina HiSeq 2000;"retionoic acid treatment;;none|source_name;;cervical cancer HeLa S3|xpa function;;inactive";"GEO Accession;;GSM2695296";;GSM2695296;HeLa_KO38;DMSO;2;5329824300;35532162;2017-07-09 11:08:16;3535927674;5329824300;35532162;2;35532162;index:0,count:35532162,average:75,stdev:0|index:1,count:35532162,average:75,stdev:0;GSM2695296_r1;;;
SRR5808308;SRP111173;SRS2339265;SRX2986902;SRA584316;GEO;;Transcriptional Consequences of XPA Disruption in Human Cell Lines;Purpose: Nucleotide excision repair (NER) in mammalian cells requires the xeroderma pigmentosum group A protein (XPA) as a core factor. Remarkably, XPA and other NER proteins have been detected by chromatin immunoprecipitation at some active promoters, and NER deficiency is reported to influence the activated transcription of selected genes. However, the global influence of XPA on transcription in human cells has not been determined. Methods: We analyzed the human transcriptome by RNA sequencing (RNA-Seq). Four genetically matched human cell line pairs deficient or proficient in XPA were analyzed Results: Of the ~14,000 genes transcribed in each cell line, 325 genes (2%) had a significant XPA-dependent directional change in gene expression that was common to all four pairs (with a false discovery rate of 0.05). These genes were enriched in pathways for the maintenance of mitochondria. Only 27 genes were different by more than 1.5-fold. The most significant hits were AKR1C1 and AKR1C2, involved in steroid hormone metabolism. AKR1C2  protein was lower in all of the immortalized XPA-deficient cells. Retinoic acid treatment led to modest XPA-dependent activation of some genes with transcription-related functions. Conclusions: We conclude that XPA status does not globally influence human gene transcription. However, XPA significantly influences expression of a small subset of genes important for mitochondrial functions and steroid hormone metabolism. The results may help explain defects in neurological function and sterility in individuals with xeroderma pigmentosum. Overall design: Eight cell lines were used as follows. For HeLa-derived cells, HeLa S3 (XPA+, two cultures), HeLa KO38 (XPA-), and HeLa KO142 (XPA-), XPA2OS (XPA-). A fibroblast cell pair was XP2OS (XPA-) and an XPA complemented clone XPA/XPA2OS (XPA+). A second fibroblast cell pair was XP12RO (XPA-) and an XPA complemented clone XPA/XPA12RO (XPA+). Each culture was treated with a DMSO control or with retinoic acid in DMSO. Independent cultures and libraries were prepared and analyzed in triplicate, for a total of 48 samples.;;"GSM2695297: HeLa_KO38_DMSO3; Homo sapiens; RNA-Seq";;;;RNA-Seq;TRANSCRIPTOMIC;cDNA;paired;;;HeLa cells were pelleted by centrifugation. The fibroblast cells were harvested with a cell scraper, centrifuged (1500 rpm = 485 x g, for 5 min at 4 ºC) and washed once with PBS. The pellets were quick-frozen and stored at -80 ºC. RNA was extracted from pellets using a QIAGEN RNA isolation kit for a qPCR assay. Libraries were prepared using the Illumina TruSeq stranded mRNA kit according to the manufacturer’s protocol, except that eight PCR amplification cycles were used. ;Illumina HiSeq 2000;"retionoic acid treatment;;none|source_name;;cervical cancer HeLa S3|xpa function;;inactive";"GEO Accession;;GSM2695297";;GSM2695297;HeLa_KO38;DMSO;3;6198195900;41321306;2017-07-09 11:08:16;4146002948;6198195900;41321306;2;41321306;index:0,count:41321306,average:75,stdev:0|index:1,count:41321306,average:75,stdev:0;GSM2695297_r1;;;
SRR5808309;SRP111173;SRS2339266;SRX2986903;SRA584316;GEO;;Transcriptional Consequences of XPA Disruption in Human Cell Lines;Purpose: Nucleotide excision repair (NER) in mammalian cells requires the xeroderma pigmentosum group A protein (XPA) as a core factor. Remarkably, XPA and other NER proteins have been detected by chromatin immunoprecipitation at some active promoters, and NER deficiency is reported to influence the activated transcription of selected genes. However, the global influence of XPA on transcription in human cells has not been determined. Methods: We analyzed the human transcriptome by RNA sequencing (RNA-Seq). Four genetically matched human cell line pairs deficient or proficient in XPA were analyzed Results: Of the ~14,000 genes transcribed in each cell line, 325 genes (2%) had a significant XPA-dependent directional change in gene expression that was common to all four pairs (with a false discovery rate of 0.05). These genes were enriched in pathways for the maintenance of mitochondria. Only 27 genes were different by more than 1.5-fold. The most significant hits were AKR1C1 and AKR1C2, involved in steroid hormone metabolism. AKR1C2  protein was lower in all of the immortalized XPA-deficient cells. Retinoic acid treatment led to modest XPA-dependent activation of some genes with transcription-related functions. Conclusions: We conclude that XPA status does not globally influence human gene transcription. However, XPA significantly influences expression of a small subset of genes important for mitochondrial functions and steroid hormone metabolism. The results may help explain defects in neurological function and sterility in individuals with xeroderma pigmentosum. Overall design: Eight cell lines were used as follows. For HeLa-derived cells, HeLa S3 (XPA+, two cultures), HeLa KO38 (XPA-), and HeLa KO142 (XPA-), XPA2OS (XPA-). A fibroblast cell pair was XP2OS (XPA-) and an XPA complemented clone XPA/XPA2OS (XPA+). A second fibroblast cell pair was XP12RO (XPA-) and an XPA complemented clone XPA/XPA12RO (XPA+). Each culture was treated with a DMSO control or with retinoic acid in DMSO. Independent cultures and libraries were prepared and analyzed in triplicate, for a total of 48 samples.;;"GSM2695298: HeLa_KO38_RA1; Homo sapiens; RNA-Seq";;;;RNA-Seq;TRANSCRIPTOMIC;cDNA;paired;;;HeLa cells were pelleted by centrifugation. The fibroblast cells were harvested with a cell scraper, centrifuged (1500 rpm = 485 x g, for 5 min at 4 ºC) and washed once with PBS. The pellets were quick-frozen and stored at -80 ºC. RNA was extracted from pellets using a QIAGEN RNA isolation kit for a qPCR assay. Libraries were prepared using the Illumina TruSeq stranded mRNA kit according to the manufacturer’s protocol, except that eight PCR amplification cycles were used. ;Illumina HiSeq 2000;"retionoic acid treatment;;1 micromolar, 7 hr|source_name;;cervical cancer HeLa S3|xpa function;;inactive";"GEO Accession;;GSM2695298";;GSM2695298;HeLa_KO38;RA;1;5272112550;35147417;2017-07-09 11:08:16;3510107805;5272112550;35147417;2;35147417;index:0,count:35147417,average:75,stdev:0|index:1,count:35147417,average:75,stdev:0;GSM2695298_r1;;;
SRR5808310;SRP111173;SRS2339267;SRX2986904;SRA584316;GEO;;Transcriptional Consequences of XPA Disruption in Human Cell Lines;Purpose: Nucleotide excision repair (NER) in mammalian cells requires the xeroderma pigmentosum group A protein (XPA) as a core factor. Remarkably, XPA and other NER proteins have been detected by chromatin immunoprecipitation at some active promoters, and NER deficiency is reported to influence the activated transcription of selected genes. However, the global influence of XPA on transcription in human cells has not been determined. Methods: We analyzed the human transcriptome by RNA sequencing (RNA-Seq). Four genetically matched human cell line pairs deficient or proficient in XPA were analyzed Results: Of the ~14,000 genes transcribed in each cell line, 325 genes (2%) had a significant XPA-dependent directional change in gene expression that was common to all four pairs (with a false discovery rate of 0.05). These genes were enriched in pathways for the maintenance of mitochondria. Only 27 genes were different by more than 1.5-fold. The most significant hits were AKR1C1 and AKR1C2, involved in steroid hormone metabolism. AKR1C2  protein was lower in all of the immortalized XPA-deficient cells. Retinoic acid treatment led to modest XPA-dependent activation of some genes with transcription-related functions. Conclusions: We conclude that XPA status does not globally influence human gene transcription. However, XPA significantly influences expression of a small subset of genes important for mitochondrial functions and steroid hormone metabolism. The results may help explain defects in neurological function and sterility in individuals with xeroderma pigmentosum. Overall design: Eight cell lines were used as follows. For HeLa-derived cells, HeLa S3 (XPA+, two cultures), HeLa KO38 (XPA-), and HeLa KO142 (XPA-), XPA2OS (XPA-). A fibroblast cell pair was XP2OS (XPA-) and an XPA complemented clone XPA/XPA2OS (XPA+). A second fibroblast cell pair was XP12RO (XPA-) and an XPA complemented clone XPA/XPA12RO (XPA+). Each culture was treated with a DMSO control or with retinoic acid in DMSO. Independent cultures and libraries were prepared and analyzed in triplicate, for a total of 48 samples.;;"GSM2695299: HeLa_KO38_RA2; Homo sapiens; RNA-Seq";;;;RNA-Seq;TRANSCRIPTOMIC;cDNA;paired;;;HeLa cells were pelleted by centrifugation. The fibroblast cells were harvested with a cell scraper, centrifuged (1500 rpm = 485 x g, for 5 min at 4 ºC) and washed once with PBS. The pellets were quick-frozen and stored at -80 ºC. RNA was extracted from pellets using a QIAGEN RNA isolation kit for a qPCR assay. Libraries were prepared using the Illumina TruSeq stranded mRNA kit according to the manufacturer’s protocol, except that eight PCR amplification cycles were used. ;Illumina HiSeq 2000;"retionoic acid treatment;;1 micromolar, 7 hr|source_name;;cervical cancer HeLa S3|xpa function;;inactive";"GEO Accession;;GSM2695299";;GSM2695299;HeLa_KO38;RA;2;5196067050;34640447;2017-07-09 11:08:16;3448713250;5196067050;34640447;2;34640447;index:0,count:34640447,average:75,stdev:0|index:1,count:34640447,average:75,stdev:0;GSM2695299_r1;;;
