"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","1/1","105/9419",0.00952380952380952,89.7047619047619,9.41832054587026,0.0111476802208303,0.0111476802208303,NA,"79594",1
